type,text
本文,新米の刑事、――そんな事を云っては相済まんが、兎に角箕島刑事は最近警視庁へ採用された一人で、云わばまだ見習い位の格である事に間違いはなかった。
本文,――其刑事に今、守川英吉は尾行されて居る事を知って居る。
本文,何しろ彼は、商売仲間では隼英吉と云う名で通って居る丈けに、年は若いが腕にかけては確乎したものである。
本文,尾行られて居るのも知らない程茫然して居よう筈はない。
本文,だけど彼は、紳士としての態度を崩す事なく、落着き払って尾張町の角を新橋の方へと曲って行った。
本文,空風が巷の黄塵を巻いて走り、残り少なくなった師走の日と人とを追い廻していた。
本文,大きな護謨毬を投げ付ける様に、後からぶつかって来る風の塊りがあっても、鼠色のソフトを飛ばすまいと頭に手を遣ったり、振って居るステッキの調子を狂わせる様な慌て方など決して仕ないのである。
本文,羽子板や福寿草や安い反物など並べた露店を、ぽつぽつと拾い乍ら資生堂の前まで来ると、チョッキのポケットから金鎖を引き出した。
本文,時間は大分過ぎて居るので、軽い昼食を摂る為めに食卓へ進んで行った。
本文,「いらっしゃいまし」忸々しく一つの笑顔が彼を迎えた。
本文,「今日は。
本文,定食を一つ願います」
本文,女給はもう一度笑った。
本文,「今日は大層温順しいのねえ」
本文,「何時だって温順しいじゃないか」
本文,彼は同じ食卓に就いて居る一人の年増の貴婦人を凝乎と瞶めて居た。
本文,美人であるから許りではない。
本文,彼は婦人が一人でこんな所へ来て、驕慢らしく食事などして居るのを妙に憎らしく思う性分なのである。
本文,「随分暫くねえ、何処で浮気して居たの？」
本文,先刻の女給が洋食の皿を並べ乍らそっとこんな事を云った。
本文,と、前に居た貴婦人が故意と大きく咳をした。
本文,彼の眼と女給の眼とが期せずしてぶつかった。
本文,「妬いてるんだわ」と、云って居る女給の眼であった。
本文,一時間近く経って後、彼は再び人混の中を分けて煙草の煙と共に漂って居た。
本文,露店が尽きて橋へ来た。
本文,彼は惰性で橋を渡って了った。
本文,芝口へ来ると急に淋しい様な気がして乗合自動車へ飛乗って逆戻りを始めた。
本文,満員で混み合う中へ来ると彼の職業意識は急に働き始めて居た。
本文,尾張町へ来ると客は殆んど入れ交った。
本文,が、乗って来る客の半分は依然買物に来た婦人達であった。
本文,其中に彼は先刻資生堂で卓を同じくした婦人を見付出した。
本文,更に驚いたのは、資生堂から別れて居た箕島刑事が、慌ただしく発車前に乗込んで来た事であった。
本文,「又見付やがったなッ。
本文,あんな者は別に邪魔にはならないさッ」彼は心の裡で独語した。
本文,車は交叉点を横切ると、速力を緩急する毎に乗客を投付けたり、錐揉みの様にしたりしては走り続けた。
本文,恰度険阻を行く様に波打ったり傾いたりした。
本文,「おっと危い」
本文,彼は思わずこう云って天井裏を這って居る真鍮の棒を堅く握り締めた。
本文,車が京橋に停った時の大動揺であった。
本文,此時彼の躯は、右脇へ来て立って居た前の貴婦人と衝突したのであった。
本文,「ご免なさい」無意識の間に彼は謝罪の挨拶をした。
本文,が、婦人は恐らく聞取らなかったであろう。
本文,「あいたッたッ……お痛いッ、何てひどい事を……」
本文,殆んど泣声になって婦人は叫んだ。
本文,彼が足を踏付けて居たのであった。
本文,彼は附近の人に恥かしい顔を見られ乍らも、足を退いて謝罪の言葉を繰返さなければならなかった。
本文,それでも婦人の怒は解けそうでなかった。
本文,其儘お化にも成り兼ねない眼をして睨み付け乍ら、独語の様に云った。
本文,「おお痛い。
本文,……貸切に乗って居るんじゃあるまいし、随分ひどい事をする」
本文,と、宛然彼が故意にでもやった様に云うのであった。
本文,気の早い隼英吉は疳癪玉を破裂さした。
本文,「ようし、復讐して遣ろう。
本文,優しくして居てこそ女なんだ。
本文,こんな奴は社会の為めにならない」
本文,と、捨鉢になって彼も勝手な理窟を考えた。
本文,五六十円と睨んだ彼女の懐中は既う自分の様に思えだした。
本文,次の停留場に来ると満員の上へ更に二三人加わって、今度は単独に蹣跚る余地さえ無くなって了った。
本文,と同時に、これが為彼女は方向が自然と変って彼に背を向ける事になった。
本文,「しまった。
本文,手が届かなくなった」彼は考えた。
本文,「でも慌てる事はない。
本文,どうせ此女だって下車する時はある」
本文,だが彼は妙に気が急いた。
本文,無理をしまいと思うと猶更焦々した。
本文,時々箕島刑事の方に横眼を流して見ると、それとなく此方を警戒して居る風があった。
本文,彼は婦人の隣に杖を持った男が居るのを発見した。
本文,杖の手柄は犬の顔になって口を尖らせて居た。
本文,彼はそれに躯を投げ掛けて、杖の柄の尖った鼻で婦人のお尻の所へ突掛けた。
本文,計略は見事に成功した。
本文,「おお痛い」
本文,婦人は又しても大業に我儘らしい声を立てて、何か文句でも云う積りか、無理矢理に躯を回転して此方へ向いた。
本文,彼女は杖の所有主の中年の紳士を睨め付けたが、対手は一向知らん顔で澄して居た。
本文,女の怨めし気な表情は堪らなく彼を嬉しがらせた。
本文,併し一方に於て彼は失望せざるを得なかった。
本文,彼の早業は婦人が此方へ振向く途端に既に帯の間へ手を入れたが、其処にはあるべき筈の紙入がなかった。
本文,英吉は歯と歯を軋らした。
本文,口惜しい時に遣る彼の癖である。
本文,金が欲しい為めでは勿論ない。
本文,男の意地で掛った仕事であった。
本文,彼は此失敗で思い止まる事は出来なかった。
本文,車が大きく傾いて日本橋へ止った。
本文,何の気なしに降りる客を見送って居ると、中に一人見覚えのある男を見出した。
本文,何処か特徴のある顔が理由もなく彼の首を捻らした。
本文,而して到頭思い出す事が出来た。
本文,「なんだチェッ。
本文,あんな野郎にしてやられたかッ」彼はこう考えて又歯を軋らした。
本文,此処にも朝鮮人を軽蔑して居る内地人の心理があった。
本文,と云うのは、思い出した男と云うのは近頃市内を荒し廻っている朝鮮人の掏摸の一人なのであった。
本文,「うむ、彼奴が一足先に抜き取ったに相違ない。
本文,俺の眼が狂って居った訳ではない。
本文,確かに紙入は持って居た筈だ」
本文,彼は今日のへま続きに気を腐らした。
本文,併し如何に飛込んで来た仲間以外の者であろうと、朝鮮人であろうと此商売は早い方が勝にきまって居る。
本文,近頃では縄張内だの自分が跟けて来たのと云ったって問題にならなくなって居る。
本文,彼はけちの附いた此車を見捨てる事に決心した。
本文,が、世の中の出来事は兎角志とはちぐはぐになって食違いたがるものであった。
本文,室町の停留場は直ぐに近付いた。
本文,今度降りる客が大分居るらしく、座席を立ちかける人も居るし、出口の方へ押し掛って行く者も居た。
本文,こうしてお互の関係位置は漸次に移動した。
本文,彼も出口へと急いで居る人の一人であった。
本文,と、猫の鼻先へ鰹節でもぶら下げた様に、何の期待もなかった彼の前へ一人の紳士が現われた。
本文,中年の男で相当整った身なりを見せて居た。
本文,併も外套と上着の釦が総て外れた儘で居た。
本文,其上に金時計がチョッキのポケットからだらりッと下って鎖の下に垂れて居た。
本文,内隠しを見ると紙入らしいものが忍んで居て相当のふくらみを見せて居た。
本文,彼はこれ丈け見ても此男が気ぜわしい男であり、懐中物を抜取るには恰好の客である事を見て取った。
本文,而してこんなだらけた風になったのも、恐らく朝鮮人の掏摸が此処までやったもので、何かの機会で遣り損じたものとしか想像は出来なかった。
本文,全く、彼に取っては色々の意味で好都合な出来事であるに相違なかった。
本文,車は木片と木片とを歯の浮く様に軋らして、軈て残りの動揺と共に停留場の標示板の前へ無雑作な停り方をした。
本文,併し其時の動揺は隼英吉が目的を達する為め絶好の機会を与えたものであった。
本文,彼は指の股に挟んで居た専門器械を以て電光の早さの中に鎖を切断した。
本文,山吹色の懐中時計は訳もなく彼の掌中へ転げ込んで来た。
本文,こんな事は彼等に執って地上に落ちて居る物を拾い上げるよりも容易であった。
本文,次の一揺れに躯を接触させた彼は、肘の先でポケットの中の紙入れをずり上げて居た。
本文,片方の手は其刹那に伸びて、土筆を抜くよりも容易に引抜いて自分のポケットへ納めて居た。
本文,第三の瞬間は直ちに動揺を伴って来た。
本文,彼は先刻からの仇敵様に憎んで居た年増の婦人の袂へ、今紳士から抜取った二つの品を押込んで了った。
本文,そして停車すると同時に急いで混合う人々を押分けて、二三人の客の後に跟いて出口から下車して了ったのであった。
本文,其処には客から切符を受取る為めに女車掌が立って居た。
本文,其傍には続いて彼を尾行ける為めであろう、箕島刑事も先に降りて茫然と手持無沙汰に立って居た。
本文,彼は切符を渡す時、黒服赤襟の女車掌の耳元へ口を摺寄せた。
本文,「今降りて来る女はやりましたよ」と、只之れ丈け云って自分の人指ゆびを鈎にして見せた。
本文,「ええッ」
本文,車掌の驚いた声で刑事は振向いた。
本文,彼の指を見た事も明かであった。
本文,「女の掏摸だ。
本文,図々しい奴」
本文,彼は刑事に聞かす為めに今一度独語して其処を通り抜けた。
本文,「何かあったのか」
本文,刑事が車掌に小声で訊いて居るのを後ろに聞いた。
本文,如何にも新米の刑事らしい感じがした。
本文,彼は悠々とデパートの方へ足を運んで行った。
本文,が其瞬間、慌しい胴間声が起って再び彼を振向かした。
本文,「たッ……た大変だ大変だ。
本文,此中に一人掏摸が居るッ。
本文,金時計を掏られた金時計を！」
本文,それは先刻彼から財布と時計とを掏摸られた中年の紳士であった。
本文,恰も狂気した様にポケットからポケットへ手を突込んでは、大変だ大変だを繰返して躍る様な恰好をしていた。
本文,恐らく世界のあらゆる物が失われても、これ程慌て騒ぎはしまいと思われる様であった。
本文,彼は此等の光景が見えなくなろうとする前、今一度振向いて最後の瞥見をなした。
本文,操人形の様な紳士は降り立っても同じ事を繰返して居た。
本文,刑事と車掌は何か云って居った。
本文,群衆はそれを取囲み始めて居た。
本文,と急に紳士は、眼の前にある巡査派出所目蒐けて飛んで行った。
本文,刑事も車掌も走った。
本文,群衆も続いて駈け出した。
本文,彼が最も興味を持って眺めたのは、其中に混って先刻の婦人が居る事であった。
