type,text
本文,桑生は泝州の生れであって、名は暁、字は子明、少い時に両親に死別れて紅花埠という所に下宿していた。
本文,この桑は生れつき静かなやわらぎのある生活を喜ぶ男で、東隣の家へ往って食事をする他は、自分の座にきちんと坐っていた。
本文,あの日、東隣にいる男が来て冗談に言った。
本文,「君は独りいるが、鬼や狐はこわくないのかい」
本文,桑は言った。
本文,「男子が鬼や狐をこわがってどうする、もしくれば僕には剣があるさ、それも女なら門を開けて納れてやるがね」
本文,隣の男は帰って往ったが、その夜友達と相談して妓を伴れて往って、垣に梯をかけて門の中に入れて扉をことことと叩かした。
本文,桑はちょっと窺いて、
本文,「どなた」
本文,と言って訊いた。
本文,妓は、
本文,「私は迷って出てきたものでございます」
本文,と言った。
本文,桑はひどく懼れて歯の根もあわずにわなわなと顫えた。
本文,妓もそれを見てあとしざりして帰って往った。
本文,隣の男は翌朝早く桑の斎へ往った。
本文,「ゆうべはたいへんなことがあったよ」
本文,と言って、この世の女でない女の来たことを話して、
本文,「僕はもう帰ろうと思ってるのだ」
本文,と言った。
本文,隣の男は手をうって言った。
本文,「なぜ門を開けて納れなかったのかい、女なら納れるはずだったじゃないか」
本文,桑はそこで友達の悪戯であったということを悟った。
本文,で、安心して帰ることをよした。
本文,半年してのことであった。
本文,ある夜、室の扉を叩くものがあった。
本文,「もし、もし」
本文,それは女の声であった。
本文,桑はまた友人の悪戯だろうと思ったので扉を開けて入れた。
本文,それは綺麗な若い女であった。
本文,桑は驚いて訊いた。
本文,「君は何人だね」
本文,「私、蓮香と申しますの、この西の方にいる妓なのです」
本文,そこの紅花埠には青楼が多かったので、桑は女の言葉を疑わなかった。
本文,そこで燭を消して二人で話した。
本文,女はそれから三日目か四日目にはきっとくるようになった。
本文,ある夜、桑が独り坐って女のことを思っているとひらひらと入ってきた女があった。
本文,桑は蓮香が来たと思ったので起って往って迎えた。
本文,「よく来てくれたね」
本文,と言いながらその顔を見た。
本文,それは蓮香と違った女であった。
本文,年も僅かに十五六に見える、袖の長い、髪をおさげにした、たおやかな少女であった。
本文,桑はひどく驚いて狐ではないかと思った。
本文,女は言った。
本文,「私、李という家の女ですの、あなたの高雅な人格をお慕いしております、どうか忘れないでね」
本文,桑は喜んでその手を握ったが、手は氷のように冷たかった。
本文,桑は訊いた。
本文,「なぜ、こんなに冷たいのです」
本文,「小さいこんな体で、寒い所を来たのですもの」
本文,そして女はまた言った。
本文,「私は年がゆかないのに、体が弱いのです、それに急にお父さんとお母さんを亡くして、世話をしてくれる方がありませんの、あなたのところへおいてくださらないこと、あなたは奥さんがおありになって」
本文,桑は言った。
本文,「べつにそんな者はないが、ただ隣の妓がくるが、いつもはこない」
本文,女は言った。
本文,「そのかたがいらしたら、私が帰りますわ、私、そんな人達とは違ってますから、あなたさえ黙っていらっしゃるなら、その方がいらしたら私が帰り、その方が帰ったら、私が来ますわ」
本文,※が鳴いて女は帰って往った。
本文,帰る時繍のある履を一つくれて言った。
本文,「これは私の足につけていたものよ、これをいじって私のことを思ってくださると、私がいつでもまいりますわ、でも人のいる所ではいじらないようにね」
本文,桑はもらってそれを見た。
