type,text
本文,長安に、方棟という男があった。
本文,非常な才子だといわれていたが、かるはずみで礼儀などは念頭におかなかった。
本文,路で歩いている女でも見かけると、きっと軽薄にその後をつけて往くのであった。
本文,清明の節の前一日のことであった。
本文,たまたま郊外を歩いていると、一つの小さな車がきた。
本文,それは朱の色の戸に繍のある母衣をかけたもので、数人の侍女がおとなしい馬に乗って蹤いていた。
本文,その侍女のなかに小さな馬に乗った容色のすぐれた女があったので、方棟は近くへ寄って往って覗いた。
本文,見ると車の帷が開いていて、内に十六七の女郎がすわっていたが、紅く化粧をした顔の麗しいことは、今まで見たことのない美しさであったから、方棟はふらふらとなって我を忘れ、後になり前になりして従いて往った。
本文,そしてすこし往ったところで、女郎は侍女を車の側近く呼んで言った。
本文,「わたしに戸をおろしてくださいよ、何処かの狂人でしょ、さっきから窺いてるのよ」
本文,そこで侍女は簾をおろして、怒った顔で方棟の方をふりかえって言った。
本文,「これは、芙蓉城の七郎さまの奥様が、お里がえりをなさるところでございますよ、田舎女を若い衆がのぞくようなことをせられては困ります」
本文,侍女はそう言うかと思うと轍の土を掬うてふりかけた。
本文,土は方棟の目に入って開けようとしても開かなかった。
本文,それをやっとの思いで拭いおとして、車はと見たがもう影も形もなくなっていた。
本文,方棟は不思議な車もあったものだと思いながら家へ帰ってきたが、どうも目のぐあいが悪いので、人に瞼をあけて見てもらうと、睛の上に小さな翳が出来ていた。
本文,そして、翌朝になってから痛みがますます劇しくなって、涙がほろほろと出て止まらなかった。
本文,それと共に翳もしだいに大きくなって、数日の後には厚くなって銭のようになり、右の睛には螺の殻のような渦まきが出来ていた。
本文,そこで方棟はあらゆる薬を用いて癒そうとしたが効がないので、悩み悶えた後にひどく自分の行いを後悔するようになった。
本文,光明経を誦むと厄をはらうことができるということを聞いたので、それを求めて人に教えてもらって誦んだ。
本文,初めのうちは心がいらいらしておちつかなかったが、しだいにおちついてきて安らかになり、朝晩ほかのことは思わずに珠数を捻っていられるようになった。
本文,この状態を一年ばかり続けているうちに身心倶に静かになった。
本文,と、ある日、右の目の中で蠅の羽音のような小さな声で話をする声がした。
本文,「真暗だ、どうするというのだろう、たまらないや」
本文,左の目からそれに応じて言った。
本文,「いっしょに出て遊ぼうじゃないか、気ばらしに」
本文,すると両方の鼻の孔の中がむずむずかゆくなって、物がいて出て往くようであったが、しばらくして帰ってきて、また鼻の孔から※の中へ入って話しだした。
本文,「しばらく園を見なかったが、珍珠蘭が枯れてるじゃないか」
本文,方棟は蘭が好きで、園へいろいろの蘭を植えて日常水を漑けていたが、目が見えなくなってからはそのままにしてあったので、その言葉を聞くと遽てて細君に言った。
本文,「蘭をなぜ枯らしたのだ」
本文,細君は不思議に思って、
本文,「どうしてそれを知ってるの」
本文,と言った。
本文,方棟はその故を話した。
本文,細君は園へ出て験べた。
本文,果して蘭は枯れていた。
本文,細君はますます不思議に思って、そっと室の中に匿れていると、方棟の鼻の内から小さな人が二人出てきたが、その大きさは豆ほどもなかった。
本文,それがちょろちょろと門の方へ出て往って見えなくなっていたが、急に並んで帰ってきて、顔へ飛びあがり蜂が穴へ入って往くように鼻の孔へ入って往った。
本文,そんなふうで二三日したところで、また左の目の中で声がした。
本文,「隧道はまわりどおくて、往来が不便だ、自分で門を啓けるがいいじゃないか」
本文,右の目の中からそれに答えた。
本文,「俺の方は壁が厚くて、むつかしいや」
本文,すると左の方が言った。
本文,「じゃ、俺の方で試しに啓けてみよう、お互いにいっしょにいられるようにな」
本文,そのうちに左の※の内に掻き裂くような痛みを覚えた。
本文,そして、しばらくして目を開けて見ると几の上の物がはっきり見えた。
本文,方棟は喜んで細君に話した。
本文,細君がよくよく見ると膜に小さな穴が開いて、黒い睛がきらきらと光っていたが、その穴は僅かに椒の実ぐらいであった。
本文,翌日になると翳がすっかり消えてしまって瞳がふたつになっていたが、ただ右の目の螺の殻のような翳はそのままであった。
本文,そこで双方の瞳の人が一方の※の中にいっしょにいるようになったことがわかった。
本文,方棟は片方の目が眇になったけれども、両眼の人に較べてより以上に物が見えるようになった。
本文,方棟はそれがためにますます自分で行いに注意したので、郷中の人からほめられるようになった。
