type,text
本文,日が暮れてきた。
本文,深い山の中には谷川が流れ、絶壁が聳え立っていて、昼間でさえ脚下に危険のおおい処であるから、夜になっては降りることができない、豪胆な少年も当惑して、時刻に注意しなかったことを後悔した。
本文,彼はしかたなしに大きな岩の下へ往って、手にしていた弓を立てかけ、二疋の兎を入れている袋といっしょに矢筒も解いて凭せかけた。
本文,右手に方って遠山が鋸の歯のように尖んがった処に、黄いろな一抹の横雲が夕映の名残りを染めて見えていた。
本文,章はぼんやりした眼で、その横雲の方を見ながら、糧食の残りの餅を喫っていた。
本文,下の方の谷では、水の音とも風の音ともわからない、ざ、ざ、という音がしていた。
本文,彼は襟元に寒さを感じた。
本文,もう四辺は真暗になってきた。
本文,遠くの方で獣の吼える声が物凄く聞えてきた。
本文,深い高い空には星が光って見えた。
本文,章は星の光を透して見ながら、もう月が登りそうなものだと思った。
本文,獣の吠える声がますます凄く聞えた。
本文,章は渇きを覚えたので、水を飲もうと思って岩の後ろへ廻り、そこへ来た時にちらと見てあった、岩の裂目からしたたり落ちている水を掌に掬うて飲んだ。
本文,そして、思うさまに飲んで元の処へ帰ったところで、うっすらとした光が見えた。
本文,谷を越えた左手の峰の林の間に、赤い月が登りかけているところであった。
本文,引き緊っていた章の心に、ややゆとりが出来た。
本文,彼は岩に凭れて長ながと両足を投げだしたが、昼の疲れが返ってきて、足の裏や膝こぶしに軽い痛みを覚えてきた。
本文,円い大きな月が団扇のように木の枝に懸って見えた。
本文,章はいつの間にか睡くなったのて、体を横倒しにして、矢筒を引き寄せ、それを枕にして寝てしまった。
本文,心よい重おもしい睡が続いてやってきた。
本文,そうして前後を忘れて睡っていた章は、何物かに咽喉元を嘗められたような気がするので、手をやって払い除けようとしたが、そのひょうしに手の端に生物の温味を感じたので、力を入れて握り締めた。
本文,と、同時に女の叫ぶような不思議な声が聞えた。
本文,夢現の境にいた章の眼は覚めてしまった。
本文,青い衣服を着た小柄な女が、自個に片手を掴まれて傍に仆れていた。
本文,「赦してください、赦してください」
本文,女は泣声を立てた。
本文,章は手に力を入れることを止めて、俯伏しになっている女の顔を見た。
本文,若い長手な顔をした女であった。
本文,「赦してください、悪うございました」
本文,章はこうした山の中へ若い女のくるのを不思議に思わぬでもなかったが、別に敵意のない弱い女ということを見極めたので、掴んでいた手を放した。
本文,「あなたは、どうした方です」
本文,女はそこへ蹲んでしまった。
本文,「この、すぐ、前方の谷陰にいる者でございます」
本文,「では、ここへ、何しにきました」
本文,「月が綺麗なものでございますから、つい、ふらふらと歩いてきました」
本文,章は咽喉元を嘗められたような気のしたのをおもいだした。
本文,「私は、貴女の手を、どうした拍子に掴んだのか判らないが、なんだか夢心地に、咽喉元を嘗められたように思います、私の咽喉をどうかしたのですか」
本文,黒い水みずした眼があった。
本文,「どうも悪うございました、つい悪戯をいたしました」
本文,章は無邪気な女を苦しめては可哀想だと思いだした。
