type,text
本文,……別の一台の方では、四人の人間が大声に笑いながら、賑かに三人上りの球を撞いていた。
本文,私の方は三人。
本文,前回に惜しい負をした私は休んで、もう五回から撞き続けている憎々しい眉間に大きな黒子のあるもじりの男と、それから新しい相手の、どこか南洋へでも行っていたらしい色のくろい男との勝負を見守っていた。
本文,そして、新しい相手がどうかしたはずみにチョークを取り落して、それを拾うために身を跼めた。
本文,チョークは球台の暗い真下の方へ転んで行ったらしい。
本文,黒子の男も何がなしに台の反対側に跼みこんで、相手の落したものを捜してやろうとした容子だった。
本文,別の台の方で、誰かが馬鹿に大きな声で、
本文,「ざまあ見ろ！」と笑うのが聞えた。
本文,その時であった。
本文,この不思議な事件の持ち上ったのは。
本文,はじめ、黒子の男の声は、ぐぐぐぐ、と云うように聞えた。
本文,言葉らしいものは何も聞えなかった。
本文,新しい撞手はすでにチョークを拾いあげて、それからもう平気な顔で自分の番を撞き出していた。
本文,その時分まで、黒子の男が球台の椽から顔をもたげないのがちょっと妙ではあった。
本文,だが誰も、そんな賑やかな時の蔭に、五尺と離れていない台の向うで、恐ろしい事件が起きていたとは気がつかなかった。
本文,「ちょっと。
本文,どうかしましたか？」
本文,そう云う別の台の、跪んでいる黒子の男の身体が邪魔になる法被姿の若い者の声と、
本文,「どうぞ、こちらさん無かったのです」
本文,そのゲーム取りの促す声とが二度聞えた。
本文,それでも返事がなかったので、それまで尻で物を言っていた別の台の法被が、先ず黒子の男をのぞき込んだ。
本文,私も不審な気がしたのでたって行って見た。
本文,ちょっとの間、室の中が何とはなしにしーんとした。
本文,黒子の男が殺られていたのは台と台との間である。
本文,「や、これは？」
本文,とその法被が、パタンとキューを打ちなげて、黒子の男を後ろから抱き起した時は、もうそれは一個のむくろとなっていて、でも左の胸の、恰度心臓と覚しいあたりからは、こんこんと真赤な物が吹き出していた。
本文,もじりの上から只一突きに、何か細身の短刀様の物でやられたらしい。
本文,素人の私にそれが解った程、その血の有様はハッキリしていた。
本文,「位置を動かしちゃいけないいけない。
本文,誰か直ぐ交番へ。
本文,いやお君ちゃん、君が行ってくれるのが一番いい」
本文,四人で撞いていた方の、会社員らしいワイシャツの青年が云った。
