type,text
本文,わらわ、それ聞き、にくらにくらて笑い笑い、歌ったのだずおん。
本文,――羽こ、ねえはで呉れらえね。
本文,――羽こ呉れるはで飛んで来い。
本文,――杉の木、火事で行かえない。
本文,――その火事よけて飛んで来い。
本文,マロサマは、タキのぱおぱおて飛んで来るのば、とっけらとして待づていたずおん。
本文,したどもし、向うの方図で、ゆったらと歌るのだずおん。
本文,――川こ大水で、行かえない。
本文,マロサマ、首こかしげて、分別したずおん。
本文,なんて歌ったらええべがな、て打って分別して分別して、
本文,――橋こ架けて飛んで来い。
本文,タキは人魂みんた眼こおかなく燃やし、独りして歌ったずおん。
本文,――橋こ流えて行かえない。
本文,マロサマは、また首こかしげて分別したのだずおん。
本文,なかなか分別は出て来ねずおん。
本文,そのうちにし、声たてて泣いたのだずおん。
本文,泣き泣きしゃべったとせえ。
本文,――あみださまや。
本文,わらわ、みんなみんな、笑ったずおん。
本文,――ぼんずの念仏、雨、降った。
本文,――もくらもっけの泣けべっちょ。
本文,――西くもて、雨ふった。
本文,雨ふって、雪とけた。
本文,そのときにし、よろずよやのタキは、きずきずと叫びあげたとせえ。
本文,――マロサマの愛ごこや。
本文,わのこころこ知らずて、お念仏。
本文,あわれ、ばかくさいじゃよ。
本文,そうしてし、雪だまにぎて、マロサマさぶつけたずおん。
本文,雪だま、マロサマの右りの肩さ当り、ぱららて白く砕けたずおん。
本文,マロサマ、どってんして、泣くのばやめてし、雪こ溶けかけた黄はだの色のふろ野ば、どんどん逃げていったとせえ。
本文,そろそろと晩げになったずおん。
本文,野はら、暗くなり、寒くなったずおん。
本文,わらわ、めいめいの家さかえり、めいめい婆さまのこたつこさもぐり込んだずおん。
本文,いつもの晩げのごと、おなじ昔噺をし、聞くのだずおん。
本文,長え長え昔噺、知らへがな。
本文,山の中に橡の木いっぽんあったずおん。
本文,そのてっぺんさ、からす一羽来てとまったずおん。
本文,からすあ、があて啼けば、橡の実あ、一つぼたんて落づるずおん。
本文,また、からすあ、があて啼けば、橡の実あ、一つぼたんて落づるずおん。
本文,また、からすあ、があて啼けば、橡の実あ、一つぼたんて落づるずおん。
本文,…………………………
