type,text
見出し,一
本文,何もない空虚の闇の中に、急に小さな焔が燃え上がる。
本文,墓原の草の葉末を照らす燐火のように、深い噴火口の底にひらめく硫火の舌のように、ゆらゆらと燃え上がる。
本文,焔の光に照らされて、大きな暖炉の煤けた空洞が現われる。
本文,焔は空洞の腹を嘗めて頂上の暗い穴に吸い込まれる。
本文,穴の奥でひとしきりゴオと風の音がすると、焔は急に大きくなって下の石炭が活きて輝き始める。
本文,炉の前に、大きな肘掛椅子に埋もれた、一人の白髪の老人が現われる。
本文,身動き一つしないで、じっと焔を見詰めている。
本文,焔の中を透して過去の幻影を見詰めている。
本文,焔の幕の向うに大きな舞踊の場が拡がっている。
本文,華やかな明るい楽の音につれて胡蝶のような人の群が動いている。
本文,焔が暗くなる。
本文,木深い庭園の噴水の側に薔薇の咲き乱れたパアゴラがある。
本文,その蔭に男女の姿が見える。
本文,どこかで夜の鶯の声が聞える。
本文,石炭がはじけて凄まじい爆音が聞えると、黒い煙がひとしきり渦巻いて立ち昇る。
本文,物恐ろしい戦場が現われる。
本文,鍋の物のいりつくような音を立てて飛んで来る砲弾が眼の前に破裂する。
本文,白い煙の上にけし飛ぶ枯木の黒い影が見える。
本文,戦場が消えると、町はずれの森蔭の草地が現われる。
本文,二人の男が遠くはなれて向い合って立っている。
本文,二人が同時に右手を挙げたと思うと手のさきからぱっと白い煙が出る。
本文,するとその一人は柱を倒すようにうつむきに倒れる。
本文,夜明けの光が森の上に拡がって、露の草原に虫が鳴いている。
本文,草原がいつともなく海に変る。
本文,果もない波の原を分けて行く船の舷側にもたれて一人の男が立っている。
本文,今太陽の没したばかりの水平線の彼方を眺めている。
本文,大きな涙の緒が頬を伝わって落ちる。
本文,夕映えを受けた帆の色が血のように赤い。
本文,夕映えの雲の形が崩れて金髪の女が現われる。
本文,乱れた金髪を双の手に掻き乱して空を仰いだ顔には絶望の色がある。
本文,その上に青い星が輝いている。
本文,炉の火が一時にくずれて、焔がぱったり消える。
本文,老人はさっきのままの姿勢でいつまでも炉の火を見つめている。
見出し,二
本文,森の中に沼がある。
本文,大きな白樺が五、六本折れ重なって倒れたまま朽ちかかっている。
本文,朽木の香があたりに立ち籠めている。
本文,遠くで角笛の音がする。
本文,やがて犬の吠声、駒の蹄の音が聞えて、それがだんだんに近付いて来る。
本文,汀の草の中から鳥が飛び立って樹立の闇へ消えて行く。
本文,猟の群が現われる。
本文,赤い服、白い袴、黒い長靴の騎手の姿が樹の間を縫うて嵐のように通り過ぎる。
本文,群を離れた犬が一疋汀へ飛んで来て草の間を嗅いでいたが、笛の音が響くと弾かれたように駆け出して群の後を追う。
本文,猟の群が通り過ぎると、ひっそりする。
本文,沼の面が鏡のように静まる。
本文,いずこともなくニンフとパンの群が出て来る。
本文,眩しいような真昼の光の下に相角逐し、駈けり狂うて汀をめぐる。
本文,汀の草が踏みしだかれて時々水のしぶきが立つ。
本文,やがて狂い疲れて樹蔭や草原に眠ってしまう。
本文,草原に花をたずねて迷う蜂の唸りが聞える。
本文,日が陰って沼の面から薄糸のような靄が立ち始める。
本文,再び遠くから角笛の音、犬の遠吠えが聞えて来る。
本文,ニンフの群はもうどこへ行ったか影も見えない。
本文,（大正十二年八月『明星』）
