type,text
本文,終戦の年の暮、父の正吉が肺炎であっけなく他界した後、山川正太郎は、私生活のなかに閉じこもりました。
本文,訪客は避けず、公式な会合には顔を出さず、という態度です。
本文,時に、識り合いの文学者や科学者を訪れたり、焼け跡を彷徨したり、読書に夜を更かしたり、また常に、酒を飲みました。
本文,そして父の死後五十日目、突然、自宅でささやかな宴を催しました。
本文,山の幸、野の幸、海の幸と言えば大袈裟ですが、街頭に栄えた闇市場で普通に手に入る材料の、普通の料理でありました。
本文,客は、各層の少壮中堅どころ、と言えばこれも大袈裟で、実は主として山川正太郎の旧知の筋合のもの、某省の局長や某政党の総務が主な公職者で、だいたい普通の中流人でありました。
本文,――ただ茲に注意しなければならないのは、彼の比較的新らしい親友、実業家の野島や科学者の曽田や文学者の中田がはいっていないことと、料理よりもむしろ酒類が豊富なことでした。
本文,三時頃から初まった宴席は、日が暮れると間もなく終りました。
本文,他奇ない飲食と雑談でしたが、ただ主人公の山川正太郎だけは、多く語らずに多く飲みました。
本文,既に、客たちは辞し去り、座席の卓上は取り片付けられ、電灯の光りだけがまじまじと室内を眺めていました。
本文,そこにはまだ、ウイスキーの瓶やビールの瓶が数本、中身を一杯たたえて残っていました。
本文,つまみ物はチーズにピーナツというところでした。
本文,それから、ベランダの小卓に、山川正太郎が片肱をついて、掌に額をもたせていました。
本文,その前には、ゲテ物ですが、柿酒と称するもの、麦製の強度な蒸溜酒に乾柿の甘味を配した液体が、把手のついた瓶に重くとろりと静まっていました。
本文,「あちらで、おやすみになりましては……。」
本文,そういう言葉を、山川正太郎は二度聞きました。
本文,けれど、返事もしなければ、身動きもしませんでした。
本文,三度めに――
本文,「もうずいぶん、召し上ったようですから……。」
本文,山川正太郎は顔をあげて、室内の方を見やりました。
本文,――そうだ、ずいぶん飲んだ。
本文,そして、ずいぶん酔ったようだ。
本文,だけど、醒めながら酔い、酔いながら醒める、そうした心地は、しんしんと深いものがありました。
本文,その深さの故に、いろいろなものがはっきり見えてきました。
本文,とりわけ、彼が見ていましたのは、もう其処にいない客たちの、それぞれの足跡でした。
本文,宴席で、皆が飲み食い饒舌っているうちは、ただ一つの雰囲気を拵えるものですが、やがて、一人去り二人去り、一同が去ってしまうと、そのあとの妙に佗びしい空間に、暫くは、各人の何かが刻まれて残っています。
本文,それは面影というほどはっきりしたものではなく、まあ存在の足跡とも言えましょうか。
本文,つまり、そこに居たことによってそこに足跡が残る、というわけでありましょう。
本文,十人余りの客の、そういう足跡を、山川正太郎はじっとうち眺めていました。
本文,その観照には、痛いような快さがありました。
本文,それは酒の酔いにも似ていました。
本文,けれども今、肉眼で眺めると、それらのものは消え失せて、ただ一人、加納春子がそこに佇んでいるきりでした。
本文,彼女は気懸りそうに、山川正太郎の様子を窺っていました。
本文,――楕円形の顔、鶏卵を逆さにして少し引き延したのと、そっくりな顔で、※の尖りにふさわしく口がつぼみ、そして額がふっくらとしていますが、何かに注意をこらす時、両の眉が少しく寄りあうのでした。
本文,その眉を見て取って、山川正太郎は言いました。
本文,「まあちょっと、ここへお掛けなさい。
本文,話がありますから。」
