,対象,人物ID,氏名,読み,作品ID,作品名,副題,作品名読み,図書カードURL,テキストファイルURL,テキストファイルパス,備考,length
0,True,374,饗庭 篁村,あえば こうそん,45754,良夜,,りょうや,https://www.aozora.gr.jp/cards/000374/card45754.html,https://www.aozora.gr.jp/cards/000374/files/45754_ruby_23695.zip,./bunko/cards/000374/files/edit/45754_ruby_23695.txt,,119.0
1,True,879,芥川 竜之介,あくたがわ りゅうのすけ,73,或敵打の話,,あるかたきうちのはなし,https://www.aozora.gr.jp/cards/000879/card73.html,https://www.aozora.gr.jp/cards/000879/files/73_ruby_1217.zip,./bunko/cards/000879/files/edit/73_ruby_1217.txt,,280.0
2,True,879,芥川 竜之介,あくたがわ りゅうのすけ,122,或日の大石内蔵助,,あるひのおおいしくらのすけ,https://www.aozora.gr.jp/cards/000879/card122.html,https://www.aozora.gr.jp/cards/000879/files/122_ruby_172.zip,./bunko/cards/000879/files/edit/122_ruby_172.txt,,214.0
3,True,879,芥川 竜之介,あくたがわ りゅうのすけ,129,或恋愛小説,,あるれんあいしょうせつ,https://www.aozora.gr.jp/cards/000879/card129.html,https://www.aozora.gr.jp/cards/000879/files/129_ruby_1142.zip,./bunko/cards/000879/files/edit/129_ruby_1142.txt,,182.0
4,True,879,芥川 竜之介,あくたがわ りゅうのすけ,57,一夕話,,いっせきわ,https://www.aozora.gr.jp/cards/000879/card57.html,https://www.aozora.gr.jp/cards/000879/files/57_ruby_1172.zip,./bunko/cards/000879/files/edit/57_ruby_1172.txt,,209.0
5,True,879,芥川 竜之介,あくたがわ りゅうのすけ,177,魚河岸,,うおがし,https://www.aozora.gr.jp/cards/000879/card177.html,https://www.aozora.gr.jp/cards/000879/files/177_ruby_1019.zip,./bunko/cards/000879/files/edit/177_ruby_1019.txt,,73.0
6,True,879,芥川 竜之介,あくたがわ りゅうのすけ,174,馬の脚,,うまのあし,https://www.aozora.gr.jp/cards/000879/card174.html,https://www.aozora.gr.jp/cards/000879/files/174_ruby_1111.zip,./bunko/cards/000879/files/edit/174_ruby_1111.txt,,408.0
7,True,879,芥川 竜之介,あくたがわ りゅうのすけ,175,海のほとり,,うみのほとり,https://www.aozora.gr.jp/cards/000879/card175.html,https://www.aozora.gr.jp/cards/000879/files/175_ruby_1121.zip,./bunko/cards/000879/files/edit/175_ruby_1121.txt,,227.0
8,True,879,芥川 竜之介,あくたがわ りゅうのすけ,176,運,,うん,https://www.aozora.gr.jp/cards/000879/card176.html,https://www.aozora.gr.jp/cards/000879/files/176_ruby_761.zip,./bunko/cards/000879/files/edit/176_ruby_761.txt,,208.0
9,True,879,芥川 竜之介,あくたがわ りゅうのすけ,35,英雄の器,,えいゆうのうつわ,https://www.aozora.gr.jp/cards/000879/card35.html,https://www.aozora.gr.jp/cards/000879/files/35_ruby_841.zip,./bunko/cards/000879/files/edit/35_ruby_841.txt,,67.0
10,True,879,芥川 竜之介,あくたがわ りゅうのすけ,116,おぎん,,おぎん,https://www.aozora.gr.jp/cards/000879/card116.html,https://www.aozora.gr.jp/cards/000879/files/116_ruby_1095.zip,./bunko/cards/000879/files/edit/116_ruby_1095.txt,,151.0
11,True,879,芥川 竜之介,あくたがわ りゅうのすけ,119,お時儀,,おじぎ,https://www.aozora.gr.jp/cards/000879/card119.html,https://www.aozora.gr.jp/cards/000879/files/119_ruby_1007.zip,./bunko/cards/000879/files/edit/119_ruby_1007.txt,,127.0
12,True,879,芥川 竜之介,あくたがわ りゅうのすけ,125,おしの,,おしの,https://www.aozora.gr.jp/cards/000879/card125.html,https://www.aozora.gr.jp/cards/000879/files/125_ruby_1099.zip,./bunko/cards/000879/files/edit/125_ruby_1099.txt,,143.0
13,True,879,芥川 竜之介,あくたがわ りゅうのすけ,124,お律と子等と,,おりつとこらと,https://www.aozora.gr.jp/cards/000879/card124.html,https://www.aozora.gr.jp/cards/000879/files/124_ruby_952.zip,./bunko/cards/000879/files/edit/124_ruby_952.txt,,982.0
14,True,879,芥川 竜之介,あくたがわ りゅうのすけ,121,温泉だより,,おんせんだより,https://www.aozora.gr.jp/cards/000879/card121.html,https://www.aozora.gr.jp/cards/000879/files/121_ruby_1285.zip,./bunko/cards/000879/files/edit/121_ruby_1285.txt,,160.0
15,True,879,芥川 竜之介,あくたがわ りゅうのすけ,120,女,,おんな,https://www.aozora.gr.jp/cards/000879/card120.html,https://www.aozora.gr.jp/cards/000879/files/120_ruby_1011.zip,./bunko/cards/000879/files/edit/120_ruby_1011.txt,,51.0
16,True,879,芥川 竜之介,あくたがわ りゅうのすけ,67,開化の良人,,かいかのおっと,https://www.aozora.gr.jp/cards/000879/card67.html,https://www.aozora.gr.jp/cards/000879/files/67_ruby_967.zip,./bunko/cards/000879/files/edit/67_ruby_967.txt,,295.0
17,True,879,芥川 竜之介,あくたがわ りゅうのすけ,64,影,,かげ,https://www.aozora.gr.jp/cards/000879/card64.html,https://www.aozora.gr.jp/cards/000879/files/64_ruby_1561.zip,./bunko/cards/000879/files/edit/64_ruby_1561.txt,,343.0
18,True,879,芥川 竜之介,あくたがわ りゅうのすけ,74,片恋,,かたこい,https://www.aozora.gr.jp/cards/000879/card74.html,https://www.aozora.gr.jp/cards/000879/files/74_ruby_853.zip,./bunko/cards/000879/files/edit/74_ruby_853.txt,,174.0
19,True,879,芥川 竜之介,あくたがわ りゅうのすけ,69,河童,,かっぱ,https://www.aozora.gr.jp/cards/000879/card69.html,https://www.aozora.gr.jp/cards/000879/files/69_ruby_1321.zip,,,
20,True,879,芥川 竜之介,あくたがわ りゅうのすけ,68,神神の微笑,,かみがみのびしょう,https://www.aozora.gr.jp/cards/000879/card68.html,https://www.aozora.gr.jp/cards/000879/files/68_ruby_936.zip,./bunko/cards/000879/files/edit/68_ruby_936.txt,,285.0
21,True,879,芥川 竜之介,あくたがわ りゅうのすけ,29,カルメン,,カルメン,https://www.aozora.gr.jp/cards/000879/card29.html,https://www.aozora.gr.jp/cards/000879/files/29_ruby_1382.zip,./bunko/cards/000879/files/edit/29_ruby_1382.txt,,61.0
22,True,879,芥川 竜之介,あくたがわ りゅうのすけ,70,彼,,かれ,https://www.aozora.gr.jp/cards/000879/card70.html,https://www.aozora.gr.jp/cards/000879/files/70_ruby_1565.zip,./bunko/cards/000879/files/edit/70_ruby_1565.txt,,197.0
23,True,879,芥川 竜之介,あくたがわ りゅうのすけ,71,彼　第二,,かれ　だいに,https://www.aozora.gr.jp/cards/000879/card71.html,https://www.aozora.gr.jp/cards/000879/files/71_ruby_1569.zip,./bunko/cards/000879/files/edit/71_ruby_1569.txt,,215.0
24,True,879,芥川 竜之介,あくたがわ りゅうのすけ,77,奇怪な再会,,きかいなさいかい,https://www.aozora.gr.jp/cards/000879/card77.html,https://www.aozora.gr.jp/cards/000879/files/77_ruby_944.zip,./bunko/cards/000879/files/edit/77_ruby_944.txt,,727.0
25,True,879,芥川 竜之介,あくたがわ りゅうのすけ,76,奇遇,,きぐう,https://www.aozora.gr.jp/cards/000879/card76.html,https://www.aozora.gr.jp/cards/000879/files/76_ruby_940.zip,./bunko/cards/000879/files/edit/76_ruby_940.txt,,214.0
26,True,879,芥川 竜之介,あくたがわ りゅうのすけ,80,煙管,,きせる,https://www.aozora.gr.jp/cards/000879/card80.html,https://www.aozora.gr.jp/cards/000879/files/80_ruby_753.zip,./bunko/cards/000879/files/edit/80_ruby_753.txt,,206.0
27,True,879,芥川 竜之介,あくたがわ りゅうのすけ,39,疑惑,,ぎわく,https://www.aozora.gr.jp/cards/000879/card39.html,https://www.aozora.gr.jp/cards/000879/files/39_ruby_881.zip,./bunko/cards/000879/files/edit/39_ruby_881.txt,,264.0
28,True,879,芥川 竜之介,あくたがわ りゅうのすけ,78,金将軍,,きんしょうぐん,https://www.aozora.gr.jp/cards/000879/card78.html,https://www.aozora.gr.jp/cards/000879/files/78_ruby_1138.zip,./bunko/cards/000879/files/edit/78_ruby_1138.txt,,91.0
29,True,879,芥川 竜之介,あくたがわ りゅうのすけ,91,首が落ちた話,,くびがおちたはなし,https://www.aozora.gr.jp/cards/000879/card91.html,https://www.aozora.gr.jp/cards/000879/files/91_ruby_975.zip,./bunko/cards/000879/files/edit/91_ruby_975.txt,,200.0
30,True,879,芥川 竜之介,あくたがわ りゅうのすけ,38,戯作三昧,,げさくざんまい,https://www.aozora.gr.jp/cards/000879/card38.html,https://www.aozora.gr.jp/cards/000879/files/38_ruby_3638.zip,./bunko/cards/000879/files/edit/38_ruby_3638.txt,,662.0
31,True,879,芥川 竜之介,あくたがわ りゅうのすけ,75,袈裟と盛遠,,けさともりとお,https://www.aozora.gr.jp/cards/000879/card75.html,https://www.aozora.gr.jp/cards/000879/files/75_ruby_971.zip,./bunko/cards/000879/files/edit/75_ruby_971.txt,,221.0
32,True,879,芥川 竜之介,あくたがわ りゅうのすけ,36,玄鶴山房,,げんかくさんぼう,https://www.aozora.gr.jp/cards/000879/card36.html,https://www.aozora.gr.jp/cards/000879/files/36_ruby_627.zip,./bunko/cards/000879/files/edit/36_ruby_627.txt,,397.0
33,True,879,芥川 竜之介,あくたがわ りゅうのすけ,88,黄粱夢,,こうりょうむ,https://www.aozora.gr.jp/cards/000879/card88.html,https://www.aozora.gr.jp/cards/000879/files/88_ruby_160.zip,./bunko/cards/000879/files/edit/88_ruby_160.txt,,38.0
34,True,879,芥川 竜之介,あくたがわ りゅうのすけ,85,黒衣聖母,,こくいせいぼ,https://www.aozora.gr.jp/cards/000879/card85.html,https://www.aozora.gr.jp/cards/000879/files/85_ruby_991.zip,./bunko/cards/000879/files/edit/85_ruby_991.txt,,113.0
35,True,879,芥川 竜之介,あくたがわ りゅうのすけ,82,古千屋,,こちや,https://www.aozora.gr.jp/cards/000879/card82.html,https://www.aozora.gr.jp/cards/000879/files/82_ruby_1451.zip,./bunko/cards/000879/files/edit/82_ruby_1451.txt,,102.0
36,True,879,芥川 竜之介,あくたがわ りゅうのすけ,87,湖南の扇,,こなんのおうぎ,https://www.aozora.gr.jp/cards/000879/card87.html,https://www.aozora.gr.jp/cards/000879/files/87_ruby_639.zip,./bunko/cards/000879/files/edit/87_ruby_639.txt,,306.0
37,True,879,芥川 竜之介,あくたがわ りゅうのすけ,136,西郷隆盛,,さいごうたかもり,https://www.aozora.gr.jp/cards/000879/card136.html,https://www.aozora.gr.jp/cards/000879/files/136_ruby_979.zip,./bunko/cards/000879/files/edit/136_ruby_979.txt,,310.0
38,True,879,芥川 竜之介,あくたがわ りゅうのすけ,137,寒さ,,さむさ,https://www.aozora.gr.jp/cards/000879/card137.html,https://www.aozora.gr.jp/cards/000879/files/137_ruby_1103.zip,./bunko/cards/000879/files/edit/137_ruby_1103.txt,,142.0
39,True,879,芥川 竜之介,あくたがわ りゅうのすけ,138,三右衛門の罪,,さんえもんのつみ,https://www.aozora.gr.jp/cards/000879/card138.html,https://www.aozora.gr.jp/cards/000879/files/138_ruby_1180.zip,./bunko/cards/000879/files/edit/138_ruby_1180.txt,,249.0
40,True,879,芥川 竜之介,あくたがわ りゅうのすけ,146,死後,,しご,https://www.aozora.gr.jp/cards/000879/card146.html,https://www.aozora.gr.jp/cards/000879/files/146_ruby_1435.zip,./bunko/cards/000879/files/edit/146_ruby_1435.txt,,118.0
41,True,879,芥川 竜之介,あくたがわ りゅうのすけ,59,邪宗門,,じゃしゅうもん,https://www.aozora.gr.jp/cards/000879/card59.html,https://www.aozora.gr.jp/cards/000879/files/59_ruby_849.zip,./bunko/cards/000879/files/edit/59_ruby_849.txt,,790.0
42,True,879,芥川 竜之介,あくたがわ りゅうのすけ,62,十円札,,じゅうえんさつ,https://www.aozora.gr.jp/cards/000879/card62.html,https://www.aozora.gr.jp/cards/000879/files/62_ruby_1087.zip,./bunko/cards/000879/files/edit/62_ruby_1087.txt,,281.0
43,True,879,芥川 竜之介,あくたがわ りゅうのすけ,162,秋山図,,しゅうざんず,https://www.aozora.gr.jp/cards/000879/card162.html,https://www.aozora.gr.jp/cards/000879/files/162_ruby_1966.zip,./bunko/cards/000879/files/edit/162_ruby_1966.txt,,219.0
44,True,879,芥川 竜之介,あくたがわ りゅうのすけ,63,じゅりあの・吉助,,じゅりあの・きちすけ,https://www.aozora.gr.jp/cards/000879/card63.html,https://www.aozora.gr.jp/cards/000879/files/63_ruby_987.zip,./bunko/cards/000879/files/edit/63_ruby_987.txt,,60.0
45,True,879,芥川 竜之介,あくたがわ りゅうのすけ,159,俊寛,,しゅんかん,https://www.aozora.gr.jp/cards/000879/card159.html,https://www.aozora.gr.jp/cards/000879/files/159_ruby_960.zip,./bunko/cards/000879/files/edit/159_ruby_960.txt,,494.0
46,True,879,芥川 竜之介,あくたがわ りゅうのすけ,156,将軍,,しょうぐん,https://www.aozora.gr.jp/cards/000879/card156.html,https://www.aozora.gr.jp/cards/000879/files/156_ruby_1221.zip,,,
47,True,879,芥川 竜之介,あくたがわ りゅうのすけ,155,少年,,しょうねん,https://www.aozora.gr.jp/cards/000879/card155.html,https://www.aozora.gr.jp/cards/000879/files/155_ruby_1146.zip,./bunko/cards/000879/files/edit/155_ruby_1146.txt,,530.0
48,True,879,芥川 竜之介,あくたがわ りゅうのすけ,147,蜃気楼,,しんきろう,https://www.aozora.gr.jp/cards/000879/card147.html,https://www.aozora.gr.jp/cards/000879/files/147_ruby_1325.zip,./bunko/cards/000879/files/edit/147_ruby_1325.txt,,194.0
49,True,879,芥川 竜之介,あくたがわ りゅうのすけ,153,素戔嗚尊,,すさのおのみこと,https://www.aozora.gr.jp/cards/000879/card153.html,https://www.aozora.gr.jp/cards/000879/files/153_ruby_2349.zip,./bunko/cards/000879/files/edit/153_ruby_2349.txt,,1328.0
50,True,879,芥川 竜之介,あくたがわ りゅうのすけ,154,捨児,,すてご,https://www.aozora.gr.jp/cards/000879/card154.html,https://www.aozora.gr.jp/cards/000879/files/154_ruby_956.zip,./bunko/cards/000879/files/edit/154_ruby_956.txt,,118.0
51,True,879,芥川 竜之介,あくたがわ りゅうのすけ,144,仙人,,せんにん,https://www.aozora.gr.jp/cards/000879/card144.html,https://www.aozora.gr.jp/cards/000879/files/144_ruby_1107.zip,./bunko/cards/000879/files/edit/144_ruby_1107.txt,,113.0
52,True,879,芥川 竜之介,あくたがわ りゅうのすけ,143,仙人,,せんにん,https://www.aozora.gr.jp/cards/000879/card143.html,https://www.aozora.gr.jp/cards/000879/files/143_ruby_833.zip,./bunko/cards/000879/files/edit/143_ruby_833.txt,,142.0
53,True,879,芥川 竜之介,あくたがわ りゅうのすけ,152,早春,,そうしゅん,https://www.aozora.gr.jp/cards/000879/card152.html,https://www.aozora.gr.jp/cards/000879/files/152_ruby_908.zip,./bunko/cards/000879/files/edit/152_ruby_908.txt,,131.0
54,True,879,芥川 竜之介,あくたがわ りゅうのすけ,32,大導寺信輔の半生,――或精神的風景画――,だいどうじしんすけのはんせい,https://www.aozora.gr.jp/cards/000879/card32.html,https://www.aozora.gr.jp/cards/000879/files/32_ruby_615.zip,./bunko/cards/000879/files/edit/32_ruby_615.txt,,432.0
55,True,879,芥川 竜之介,あくたがわ りゅうのすけ,33,第四の夫から,,だいよんのおっとから,https://www.aozora.gr.jp/cards/000879/card33.html,https://www.aozora.gr.jp/cards/000879/files/33_ruby_1079.zip,./bunko/cards/000879/files/edit/33_ruby_1079.txt,,85.0
56,True,879,芥川 竜之介,あくたがわ りゅうのすけ,164,たね子の憂鬱,,たねこのゆううつ,https://www.aozora.gr.jp/cards/000879/card164.html,https://www.aozora.gr.jp/cards/000879/files/164_ruby_1455.zip,./bunko/cards/000879/files/edit/164_ruby_1455.txt,,136.0
57,True,879,芥川 竜之介,あくたがわ りゅうのすけ,173,忠義,,ちゅうぎ,https://www.aozora.gr.jp/cards/000879/card173.html,https://www.aozora.gr.jp/cards/000879/files/173_ruby_837.zip,./bunko/cards/000879/files/edit/173_ruby_837.txt,,414.0
58,True,879,芥川 竜之介,あくたがわ りゅうのすけ,31,偸盗,,ちゅうとう,https://www.aozora.gr.jp/cards/000879/card31.html,https://www.aozora.gr.jp/cards/000879/files/31_ruby_584.zip,./bunko/cards/000879/files/edit/31_ruby_584.txt,,1461.0
59,True,879,芥川 竜之介,あくたがわ りゅうのすけ,166,手紙,,てがみ,https://www.aozora.gr.jp/cards/000879/card166.html,https://www.aozora.gr.jp/cards/000879/files/166_ruby_1459.zip,./bunko/cards/000879/files/edit/166_ruby_1459.txt,,183.0
60,True,879,芥川 竜之介,あくたがわ りゅうのすけ,34,伝吉の敵打ち,,でんきちのかたきうち,https://www.aozora.gr.jp/cards/000879/card34.html,https://www.aozora.gr.jp/cards/000879/files/34_ruby_1130.zip,./bunko/cards/000879/files/edit/34_ruby_1130.txt,,155.0
61,True,879,芥川 竜之介,あくたがわ りゅうのすけ,135,道祖問答,,どうそもんどう,https://www.aozora.gr.jp/cards/000879/card135.html,https://www.aozora.gr.jp/cards/000879/files/135_ruby_765.zip,./bunko/cards/000879/files/edit/135_ruby_765.txt,,72.0
62,True,879,芥川 竜之介,あくたがわ りゅうのすけ,109,尼提,,にだい,https://www.aozora.gr.jp/cards/000879/card109.html,https://www.aozora.gr.jp/cards/000879/files/109_ruby_1423.zip,./bunko/cards/000879/files/edit/109_ruby_1423.txt,,67.0
63,True,879,芥川 竜之介,あくたがわ りゅうのすけ,114,女体,,にょたい,https://www.aozora.gr.jp/cards/000879/card114.html,https://www.aozora.gr.jp/cards/000879/files/114_ruby_999.zip,./bunko/cards/000879/files/edit/114_ruby_999.txt,,29.0
64,True,879,芥川 竜之介,あくたがわ りゅうのすけ,106,葱,,ねぎ,https://www.aozora.gr.jp/cards/000879/card106.html,https://www.aozora.gr.jp/cards/000879/files/106_ruby_889.zip,./bunko/cards/000879/files/edit/106_ruby_889.txt,,190.0
65,True,879,芥川 竜之介,あくたがわ りゅうのすけ,107,年末の一日,,ねんまつのいちにち,https://www.aozora.gr.jp/cards/000879/card107.html,https://www.aozora.gr.jp/cards/000879/files/107_ruby_596.zip,./bunko/cards/000879/files/edit/107_ruby_596.txt,,105.0
66,True,879,芥川 竜之介,あくたがわ りゅうのすけ,42377,歯車,,はぐるま,https://www.aozora.gr.jp/cards/000879/card42377.html,https://www.aozora.gr.jp/cards/000879/files/42377_ruby_34744.zip,,,
67,True,879,芥川 竜之介,あくたがわ りゅうのすけ,42,鼻,,はな,https://www.aozora.gr.jp/cards/000879/card42.html,https://www.aozora.gr.jp/cards/000879/files/42_ruby_154.zip,./bunko/cards/000879/files/edit/42_ruby_154.txt,,162.0
68,True,879,芥川 竜之介,あくたがわ りゅうのすけ,41,母,,はは,https://www.aozora.gr.jp/cards/000879/card41.html,https://www.aozora.gr.jp/cards/000879/files/41_ruby_1553.zip,./bunko/cards/000879/files/edit/41_ruby_1553.txt,,316.0
69,True,879,芥川 竜之介,あくたがわ りゅうのすけ,45,春,,はる,https://www.aozora.gr.jp/cards/000879/card45.html,https://www.aozora.gr.jp/cards/000879/files/45_ruby_1083.zip,./bunko/cards/000879/files/edit/45_ruby_1083.txt,,324.0
70,True,879,芥川 竜之介,あくたがわ りゅうのすけ,46,春の夜,,はるのよる,https://www.aozora.gr.jp/cards/000879/card46.html,https://www.aozora.gr.jp/cards/000879/files/46_ruby_1431.zip,./bunko/cards/000879/files/edit/46_ruby_1431.txt,,80.0
71,True,879,芥川 竜之介,あくたがわ りゅうのすけ,24,尾生の信,,びせいのしん,https://www.aozora.gr.jp/cards/000879/card24.html,https://www.aozora.gr.jp/cards/000879/files/24_ruby_877.zip,./bunko/cards/000879/files/edit/24_ruby_877.txt,,46.0
72,True,879,芥川 竜之介,あくたがわ りゅうのすけ,54,ひょっとこ,,ひょっとこ,https://www.aozora.gr.jp/cards/000879/card54.html,https://www.aozora.gr.jp/cards/000879/files/54_ruby_741.zip,./bunko/cards/000879/files/edit/54_ruby_741.txt,,146.0
73,True,879,芥川 竜之介,あくたがわ りゅうのすけ,52,不思議な島,,ふしぎなしま,https://www.aozora.gr.jp/cards/000879/card52.html,https://www.aozora.gr.jp/cards/000879/files/52_ruby_1168.zip,./bunko/cards/000879/files/edit/52_ruby_1168.txt,,240.0
74,True,879,芥川 竜之介,あくたがわ りゅうのすけ,165,二つの手紙,,ふたつのてがみ,https://www.aozora.gr.jp/cards/000879/card165.html,https://www.aozora.gr.jp/cards/000879/files/165_ruby_829.zip,./bunko/cards/000879/files/edit/165_ruby_829.txt,,293.0
75,True,879,芥川 竜之介,あくたがわ りゅうのすけ,51,文放古,,ふみほご,https://www.aozora.gr.jp/cards/000879/card51.html,https://www.aozora.gr.jp/cards/000879/files/51_ruby_1134.zip,./bunko/cards/000879/files/edit/51_ruby_1134.txt,,114.0
76,True,879,芥川 竜之介,あくたがわ りゅうのすけ,53,冬,,ふゆ,https://www.aozora.gr.jp/cards/000879/card53.html,https://www.aozora.gr.jp/cards/000879/files/53_ruby_1557.zip,./bunko/cards/000879/files/edit/53_ruby_1557.txt,,178.0
77,True,879,芥川 竜之介,あくたがわ りゅうのすけ,27,文章,,ぶんしょう,https://www.aozora.gr.jp/cards/000879/card27.html,https://www.aozora.gr.jp/cards/000879/files/27_ruby_1126.zip,./bunko/cards/000879/files/edit/27_ruby_1126.txt,,224.0
78,True,879,芥川 竜之介,あくたがわ りゅうのすけ,50,報恩記,,ほうおんき,https://www.aozora.gr.jp/cards/000879/card50.html,https://www.aozora.gr.jp/cards/000879/files/50_ruby_932.zip,./bunko/cards/000879/files/edit/50_ruby_932.txt,,396.0
79,True,879,芥川 竜之介,あくたがわ りゅうのすけ,43017,蜜柑,,みかん,https://www.aozora.gr.jp/cards/000879/card43017.html,https://www.aozora.gr.jp/cards/000879/files/43017_ruby_17394.zip,./bunko/cards/000879/files/edit/43017_ruby_17394.txt,,59.0
80,True,879,芥川 竜之介,あくたがわ りゅうのすけ,1125,三つの窓,,みっつのまど,https://www.aozora.gr.jp/cards/000879/card1125.html,https://www.aozora.gr.jp/cards/000879/files/1125_ruby_14123.zip,./bunko/cards/000879/files/edit/1125_ruby_14123.txt,,244.0
81,True,879,芥川 竜之介,あくたがわ りゅうのすけ,103,妙な話,,みょうなはなし,https://www.aozora.gr.jp/cards/000879/card103.html,https://www.aozora.gr.jp/cards/000879/files/103_ruby_948.zip,./bunko/cards/000879/files/edit/103_ruby_948.txt,,132.0
82,True,879,芥川 竜之介,あくたがわ りゅうのすけ,102,貉,,むじな,https://www.aozora.gr.jp/cards/000879/card102.html,https://www.aozora.gr.jp/cards/000879/files/102_ruby_724.zip,./bunko/cards/000879/files/edit/102_ruby_724.txt,,71.0
83,True,879,芥川 竜之介,あくたがわ りゅうのすけ,97,Mensura Zoili,,メンスラ　ゾイリ,https://www.aozora.gr.jp/cards/000879/card97.html,https://www.aozora.gr.jp/cards/000879/files/97_ruby_757.zip,,,
84,True,879,芥川 竜之介,あくたがわ りゅうのすけ,101,毛利先生,,もうりせんせい,https://www.aozora.gr.jp/cards/000879/card101.html,https://www.aozora.gr.jp/cards/000879/files/101_ruby_857.zip,,,
85,True,879,芥川 竜之介,あくたがわ りゅうのすけ,100,桃太郎,,ももたろう,https://www.aozora.gr.jp/cards/000879/card100.html,https://www.aozora.gr.jp/cards/000879/files/100_ruby_1154.zip,./bunko/cards/000879/files/edit/100_ruby_1154.txt,,141.0
86,True,879,芥川 竜之介,あくたがわ りゅうのすけ,182,保吉の手帳から,,やすきちのてちょうから,https://www.aozora.gr.jp/cards/000879/card182.html,https://www.aozora.gr.jp/cards/000879/files/182_ruby_1184.zip,,,
87,True,879,芥川 竜之介,あくたがわ りゅうのすけ,179,藪の中,,やぶのなか,https://www.aozora.gr.jp/cards/000879/card179.html,https://www.aozora.gr.jp/cards/000879/files/179_ruby_168.zip,./bunko/cards/000879/files/edit/179_ruby_168.txt,,261.0
88,True,879,芥川 竜之介,あくたがわ りゅうのすけ,1127,悠々荘,,ゆうゆうそう,https://www.aozora.gr.jp/cards/000879/card1127.html,https://www.aozora.gr.jp/cards/000879/files/1127_ruby_17637.zip,./bunko/cards/000879/files/edit/1127_ruby_17637.txt,,72.0
89,True,879,芥川 竜之介,あくたがわ りゅうのすけ,188,誘惑,,ゆうわく,https://www.aozora.gr.jp/cards/000879/card188.html,https://www.aozora.gr.jp/cards/000879/files/188_ruby_1365.zip,./bunko/cards/000879/files/edit/188_ruby_1365.txt,,411.0
90,True,879,芥川 竜之介,あくたがわ りゅうのすけ,186,夢,,ゆめ,https://www.aozora.gr.jp/cards/000879/card186.html,https://www.aozora.gr.jp/cards/000879/files/186_ruby_1585.zip,./bunko/cards/000879/files/edit/186_ruby_1585.txt,,209.0
91,True,879,芥川 竜之介,あくたがわ りゅうのすけ,187,百合,,ゆり,https://www.aozora.gr.jp/cards/000879/card187.html,https://www.aozora.gr.jp/cards/000879/files/187_ruby_1150.zip,./bunko/cards/000879/files/edit/187_ruby_1150.txt,,194.0
92,True,879,芥川 竜之介,あくたがわ りゅうのすけ,184,妖婆,,ようば,https://www.aozora.gr.jp/cards/000879/card184.html,https://www.aozora.gr.jp/cards/000879/files/184_ruby_897.zip,./bunko/cards/000879/files/edit/184_ruby_897.txt,,707.0
93,True,879,芥川 竜之介,あくたがわ りゅうのすけ,127,羅生門,,らしょうもん,https://www.aozora.gr.jp/cards/000879/card127.html,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,./bunko/cards/000879/files/edit/127_ruby_150.txt,,153.0
94,True,879,芥川 竜之介,あくたがわ りゅうのすけ,134,竜,,りゅう,https://www.aozora.gr.jp/cards/000879/card134.html,https://www.aozora.gr.jp/cards/000879/files/134_ruby_893.zip,./bunko/cards/000879/files/edit/134_ruby_893.txt,,153.0
95,True,879,芥川 竜之介,あくたがわ りゅうのすけ,133,るしへる,,るしへる,https://www.aozora.gr.jp/cards/000879/card133.html,https://www.aozora.gr.jp/cards/000879/files/133_ruby_861.zip,./bunko/cards/000879/files/edit/133_ruby_861.txt,,99.0
96,True,879,芥川 竜之介,あくたがわ りゅうのすけ,131,老年,,ろうねん,https://www.aozora.gr.jp/cards/000879/card131.html,https://www.aozora.gr.jp/cards/000879/files/131_ruby_241.zip,./bunko/cards/000879/files/edit/131_ruby_241.txt,,86.0
97,True,879,芥川 竜之介,あくたがわ りゅうのすけ,132,路上,,ろじょう,https://www.aozora.gr.jp/cards/000879/card132.html,https://www.aozora.gr.jp/cards/000879/files/132_ruby_1577.zip,,,
98,True,25,有島 武郎,ありしま たけお,201,或る女,1（前編）,あるおんな,https://www.aozora.gr.jp/cards/000025/card201.html,https://www.aozora.gr.jp/cards/000025/files/201_ruby_2682.zip,,,
99,True,25,有島 武郎,ありしま たけお,202,或る女,2（後編）,あるおんな,https://www.aozora.gr.jp/cards/000025/card202.html,https://www.aozora.gr.jp/cards/000025/files/202_ruby_20065.zip,./bunko/cards/000025/files/edit/202_ruby_20065.txt,,5365.0
100,True,25,有島 武郎,ありしま たけお,1111,生まれいずる悩み,,うまれいずるなやみ,https://www.aozora.gr.jp/cards/000025/card1111.html,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,./bunko/cards/000025/files/edit/1111_ruby_20599.txt,,1220.0
101,True,25,有島 武郎,ありしま たけお,1143,親子,,おやこ,https://www.aozora.gr.jp/cards/000025/card1143.html,https://www.aozora.gr.jp/cards/000025/files/1143_ruby_23130.zip,./bunko/cards/000025/files/edit/1143_ruby_23130.txt,,552.0
102,True,25,有島 武郎,ありしま たけお,204,カインの末裔,,カインのまつえい,https://www.aozora.gr.jp/cards/000025/card204.html,https://www.aozora.gr.jp/cards/000025/files/204_ruby_3382.zip,./bunko/cards/000025/files/edit/204_ruby_3382.txt,,1025.0
