,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
13,0.17930893864322772,0.204773892818222,0.25030730653785427,0.3285342222142745,0.28864230631519777,0.33335517888108485,0.3394182224783673,0.40536583467789583,0.40522710608856966,0.4144936361804844,0.4485452724990841,0.40405607439503677,0.26544284358777787,0.1676398354203263,0.22348013207502465,0.2338117888408474,0.26746516138039694,0.32530825664263074,0.3367581862981353,0.3699111274564002,0.42386284339965885,0.3634613187036736,0.3833636774126975,0.39762541254452816,0.3580859415352032,0.3365147538282415,0.2982808483005742,0.31799747946453133,0.31937035276975384,0.27974032300778656,0.34198573934227317,0.34090514536892697,0.37955074792740784,0.407593393527269,0.41428740254952967,0.3391630890337307,0.3820778175277179,0.31972911782304664,0.22028241056157566,0.3083538003538349,0.35198504963017974,0.3248705203435112,0.24699182638865966,0.14982690294812842,0.14305585622755165,0.13055051221237798,0.0894083061920213,0.06731101741671734,0.04683874605171606,0.060634708310442,0.05575412316727801,0.0013160858496348716,0.051965138386391684,0.07082064632230393,0.12871659062240706,0.10606153890450394,0.14647702337585408,0.12063615752280732,0.02487911602528248,0.02584732596036468,0.0,0.03424896406808342,0.09016444727291534,0.15331751516945152,0.0668772949104392,0.07843603868709079,0.1292285579096167,0.1380478071586081,0.18189261820286806,0.27299204227597973,0.33106542393826416,0.38172455891083173,0.4112995240277651,0.40436106780814796,0.5410422677927283,0.643642350329947,0.689019295020008,0.7949079017793612,0.7295061594626981,0.7920181811194159,0.6788944827208144,0.7313244219384016,0.7603846830297878,0.7662796822479614,0.7997088783651745,0.7560401825115831,0.7352113603388383,0.7450891821381374,0.7438326923454485,0.7603434347366589,0.7945620504568226,0.8003235422312884,0.8327446379531517,0.8350577702607401,0.8786486087453228,0.9358125876572156,0.9885009030706997,1.0,0.9983761442851419,0.9551266781943044
19,0.8150276169920695,0.8048218077684359,0.7993447343697476,0.787488377013874,0.8096510035714377,0.8005422055205929,0.7937697224692775,0.822233351592424,0.8646550087682612,0.8680221752629715,0.8246126385052329,0.7745400936441684,0.7334272838693586,0.8290767711973148,0.8509574857991906,0.8571902589788865,0.8932788914278224,0.9336495749353697,0.862422302948986,0.9367461807326415,0.9671997364437873,1.0,0.982580657472255,0.9691170827777542,0.9517948586217047,0.9249350985180753,0.9164320337476572,0.8769704252555474,0.9006821773591146,0.9040383174926183,0.9365898089271394,0.8750820283221284,0.8029049842736925,0.785699067217469,0.7698949896072702,0.6775047183752005,0.6236981224041144,0.6419741241194351,0.6065869027667251,0.6507393912081025,0.6277592995251173,0.5914944587622882,0.5876485484198067,0.5416048779255263,0.5189300515157254,0.5487513666439165,0.519436244800321,0.4396856835382464,0.39140875266772895,0.35234967315151083,0.35170844201624685,0.3166584188184805,0.26830645015658855,0.2696072456154102,0.20953206025767845,0.1801743904948008,0.0885702331660782,0.02643966822737053,0.06445005997134548,0.1764343445644482,0.10798917669541744,0.04039466983725722,0.07471672294810366,0.0036093064205704514,0.004297966986056224,0.0,0.015170625711719824,0.016682736489472032,0.023052918127080657,0.07408395793164751,0.10553620888949797,0.1537546374828014,0.2192353222262363,0.22293144496289286,0.2879633891606685,0.2975808511233112,0.4080216005476252,0.44883383591812387,0.5126317147505166,0.5331353482021912,0.6369835335288104,0.6814470920929114,0.7073753211903048,0.76355797247301,0.7883933528053372,0.7762379703475791,0.7499989263797361,0.8078448810243458,0.8020564324085002,0.8112848388890391,0.8543192344343308,0.8403182129036552,0.8841106419170808,0.8083519556928611,0.7757834101843332,0.8630595242237443,0.8264722265023734,0.8687086336272986,0.8222732292641362,0.7325122054870721
24,0.13498793790248534,0.23065406342175362,0.17434614453311675,0.10185556861502397,0.12853180739698314,0.1568159203068562,0.16232014893507157,0.18528265118450452,0.2989417356812886,0.4221896780122529,0.4722109899233632,0.4103838399617259,0.5104353484550945,0.5892050437886397,0.5103682680951022,0.47827309434756676,0.472229584348896,0.465525652592357,0.4713715175898942,0.5311550531692445,0.48306522423305437,0.49062896717126686,0.5374164814477245,0.6033087038203557,0.5373192254441809,0.5239745156325442,0.5144455828835297,0.5480587499613898,0.5872705767171446,0.5368473816510463,0.5245199741990222,0.6413632680082972,0.7270064042830228,0.7626464921509554,0.7003388855653737,0.6073920212942372,0.5956971289354317,0.5628973368355755,0.5009744191620944,0.5021615022051782,0.5414333653776943,0.4978425859012619,0.36951890908051066,0.4492305967547998,0.49932792833832434,0.547633341688909,0.6152533628085213,0.6325932369852315,0.6264087859674922,0.6547405761209699,0.6580926803099642,0.6362779084581,0.6374061469472109,0.6668505317930613,0.7808331377108135,0.8145702885713808,0.8563105255335363,0.7859026444613995,0.8823450694882494,0.8654430535982945,0.8439149735827092,0.8185222870130322,0.7896288774532831,0.8730266442962615,0.9700762786763216,0.9698071895264532,0.9930787919986209,1.0,0.994647593517549,0.9622086223383062,0.9374099034921081,0.9614545106030371,0.9163484995711711,0.8892421342427237,0.9080563823037624,0.9108066620370965,0.8131068866548661,0.8010951896536956,0.7678074660036156,0.6865086924740952,0.6595998963320138,0.636494232578741,0.5945055062270047,0.3915426469224595,0.4272327998576694,0.3926217588081737,0.4427431311862142,0.4272654739734731,0.44176746889244844,0.3859837893145583,0.32694808650508184,0.3383175504624577,0.313527820191205,0.2121451170757618,0.11791375393227152,0.08933871926849836,0.031071617011100883,0.0,0.06348109966081253,0.1750652260895198
30,0.29978133827499054,0.3087300764659561,0.35267135238409897,0.22592253890126152,0.17718690995006894,0.26382564638987405,0.2249479148934319,0.18370232363252997,0.12680009614903387,0.2533425186655074,0.31781968191776355,0.3012670385259254,0.17468552178615096,0.28985742791871066,0.3004685324509339,0.3902500418477934,0.40160826660622634,0.5269831265780724,0.5834442448240674,0.5480343989495028,0.5890870995798073,0.5447456419809006,0.6502388133990892,0.705033382724027,0.6554831171274229,0.6736161962026516,0.7327757269954879,0.753885409922962,0.6918512989016998,0.8179167820279063,0.9839893503153149,1.0,0.8806107995770134,0.9724605338806355,0.9382724121952808,0.7970254062734954,0.7046038303967226,0.5905535115968282,0.5908066018957978,0.5166563946330078,0.35577785343794394,0.4281763686425675,0.35584229741141205,0.3138899975681108,0.22453182973606295,0.19176248886739938,0.21801719821444984,0.2712280926598355,0.3733941121323912,0.3051520567926678,0.23524031283321853,0.215227855092988,0.26975934659745743,0.2411616223784646,0.35065819335145043,0.2850013233327795,0.2955591976275077,0.2515684078874889,0.2823640893069616,0.35999753889265906,0.44985559687003157,0.5372434674390072,0.6215389872480646,0.555063036362627,0.722583166037857,0.6300920745792911,0.5908468417221782,0.5950260413705997,0.6760570908120838,0.7013194462508113,0.6498052604434194,0.5565273317547383,0.5196795886469987,0.5322630126367126,0.37480848419674107,0.39700826165779224,0.47653339074670337,0.3426319383362408,0.274124745209434,0.27378642978005036,0.11913289027458986,0.1437662806026207,0.1792296008520475,0.3215788473717434,0.3814402942843984,0.3409976643751201,0.35298371094435327,0.31293254655119535,0.2291029624466948,0.16465690413755898,0.1275855984544509,0.02127557104399248,0.02097425394164465,0.1079970387279744,0.0,0.03596995964136162,0.04802795118950931,0.013692053616459105,0.04287431455169412,0.31124301367595064
41,0.9611617106719378,1.0,0.8923645207751845,0.7528712372335038,0.7365786958115721,0.7973816614327547,0.8171464921357886,0.866988776739265,0.8035722659967335,0.771881955590386,0.772811158077387,0.8183564892898892,0.82211303090379,0.8126445308650021,0.804413851400117,0.7943122557659663,0.7617390615517006,0.6412246376271878,0.5779776898193786,0.49510038239511245,0.5579462347871718,0.3335465412530192,0.25430646171353405,0.28318514167724806,0.1763568152252132,0.0,0.1691856372147397,0.15188534265734482,0.2592413528772754,0.28885520958912686,0.31365490331903134,0.47649657884266683,0.43310821104169955,0.320068845314326,0.3471376515174869,0.33126804951310374,0.20965636134510796,0.04645586602153943,0.1060935678450165,0.1189464597718726,0.07074403016878472,0.053705576612649034,0.06645806821078466,0.13373276705971734,0.15433341127001987,0.25838822729522687,0.25258789758403694,0.4327803615606582,0.577096678870695,0.619997121413291,0.6340045804685565,0.7756404149749753,0.7110516636727315,0.6946505232588024,0.6935199915013902,0.6945842814459513,0.764334467608056,0.705186848341391,0.7793880186933982,0.7492738029614521,0.7272695261232301,0.7217072534431975,0.8111605258355222,0.8595745183257448,0.7286178200970362,0.7527728093951738,0.6751653004248027,0.5236890009618134,0.5065953672322107,0.44697450307402176,0.558033051724203,0.3188884964304676,0.27314647008684617,0.17562174223802007,0.09051119471873191,0.12294053290130183,0.20020494417781992,0.21734404636622948,0.2592702015171552,0.20552932553447217,0.27849312545955907,0.2841286187793437,0.199509266278734,0.08479121779260544,0.10147943015265747,0.16160691305836192,0.3059183654771558,0.2873020156262413,0.3354577177011523,0.4495473124745642,0.4890147400278417,0.6348546665260254,0.7063016683171953,0.8922603024566899,0.8249959332420709,0.7635726413325913,0.75266341593505,0.8014178630542738,0.886342696034721,0.9203874443463521
46,0.299600340081726,0.28049431544261566,0.3633297466672062,0.15053643972053599,0.07000989280576768,0.0,0.14486590988963777,0.18930776300587868,0.18649253425910742,0.2705546284443646,0.21841148247026282,0.2669726734040777,0.34894979950299443,0.2912935636648617,0.27881199258180966,0.19568882435084675,0.22204520793681737,0.1730438698094046,0.23680904395617527,0.19931881384057604,0.2647076986719376,0.33831509908357116,0.28689057062182394,0.26715012907146835,0.22333600839813328,0.1183796967999008,0.06007482945588292,0.1388078915015859,0.20130815093881022,0.16738707464878752,0.25867894543568437,0.23324985435137333,0.3445602890487565,0.2632116753371577,0.29983171587023866,0.18011267030117545,0.1377508125870115,0.23420477562974568,0.2956914477488181,0.26415882841227534,0.26191246785071354,0.3691874626184002,0.40780727846985626,0.5829677762914723,0.6194616457340795,0.6278272691722995,0.6472236550506388,0.697502706947766,0.7211997257059388,0.6585971804372293,0.6554115793581573,0.7986462236596644,0.8229283289222813,0.8531546509807184,0.8897800024612471,0.8762025820086159,0.9450726129877145,0.8653814953428279,0.8615796724645579,0.9176732918273616,0.7890534721488991,0.8236027365675823,0.9061108755386627,1.0,0.9149509314064797,0.9457698703649787,0.8726665682796596,0.8701669627838113,0.8651568648884824,0.8339295743984384,0.6896944477839929,0.6244169808128216,0.5741843140627954,0.6233737006661698,0.6365598459530714,0.5996907489164702,0.6411297298639825,0.6433299024190889,0.7909427528285777,0.6808709237213555,0.6092962006477626,0.6836483057732511,0.5950064084323845,0.5295286950424622,0.5841393190508025,0.5633549423728524,0.637591540316343,0.6646518560524758,0.6974643458558506,0.6843091828911799,0.8374379079109782,0.7513033721499126,0.6744277180969379,0.6967438840550516,0.7269253606563755,0.723650059506271,0.723856962384308,0.6266881867514068,0.746493526059691,0.759100913382503
47,0.8681941457321131,0.910224701816739,1.0,0.9487280550636668,0.9461492903019142,0.8292914432063117,0.8225212721947633,0.7958449734742582,0.7849282824209725,0.7310038628287926,0.6831600890719711,0.6826799632369793,0.7402240138521774,0.7699625090685077,0.7739284330202666,0.7048237766843435,0.7436746633290124,0.7247259612307058,0.6223006114536599,0.5992386927653706,0.6059582187350443,0.5148992235907554,0.5092047427938879,0.4846482262228376,0.47905276346094616,0.4313902510608823,0.4571989541070768,0.4130488141663933,0.3385655932303112,0.2912637099175034,0.16827231730333014,0.08072542215421158,0.05386796803525264,0.0,0.020163934101282418,0.071983466254153,0.11497117397152912,0.16757539396699433,0.17212599432587375,0.1941665143207003,0.19231463866046608,0.23441612172001935,0.31465050282024937,0.3521929535104694,0.40964745573567823,0.4379063597924571,0.39557018060349947,0.36676586071856787,0.34224881361571285,0.3982255850064483,0.3344069530723001,0.2950100360413159,0.3491080531775029,0.40199168824768006,0.4391781788276201,0.45715802922589316,0.5523187853538253,0.6363544236331344,0.7357304114923351,0.7870727104719097,0.7047564012047086,0.6764850917010805,0.676692512649376,0.7342631527440878,0.7606562249183214,0.7566502653782863,0.78005365740618,0.8078383375054932,0.7280748578130573,0.640925796739067,0.6216104652861247,0.6705598231225318,0.7917541909061645,0.733902531225282,0.6812746431721102,0.6668279822557048,0.6990173611568345,0.7876840705857497,0.7447651267802118,0.6135148406596794,0.5681576994056964,0.6053437472312954,0.5894192101661713,0.581548144486829,0.6175630192858954,0.5451876079677747,0.5031890724825814,0.4672516944517052,0.44050734930844837,0.37747984521123557,0.3096716288360719,0.26195941290934804,0.2266988825220251,0.2823743417977067,0.33064656476787263,0.32899303548405173,0.41767833075631255,0.4368233978107499,0.34644721916832516,0.3345067182385108
49,0.72899413582023,0.7599823785365709,0.7496355623727128,0.7344949192926012,0.7359346349485415,0.668981268690336,0.6645367563130489,0.6364749695319225,0.551570206001562,0.5338775015583631,0.5033633609224493,0.48950198244316057,0.43753028658307874,0.38218061168846784,0.36377113746528,0.371898447930707,0.32620696573451174,0.29553907464418183,0.28479064337611093,0.26299418260963375,0.3141095953441989,0.24085484003533614,0.19975855263408784,0.22030267302526851,0.20763717623412326,0.20487944283588866,0.22455584912812515,0.10276080591118594,0.060327218197003804,0.07492285556476641,0.0,0.0235966010530635,0.05898585069036114,0.030954033351699335,0.08555783512371701,0.10678554492849798,0.09536609796652294,0.10368928672783984,0.0981165460501052,0.21383845105710983,0.21764613533853883,0.304774325012056,0.3186402088255584,0.26657231935806863,0.1996553608906596,0.1343102841454834,0.0986275105623173,0.08441735117672824,0.13074145454757213,0.12832884895385638,0.15039328284264294,0.21964757046811348,0.14725104709722103,0.11171128706858359,0.1339899158434516,0.11792890246106337,0.10818325474122199,0.21096642969119514,0.18780320296068528,0.16402226517350801,0.14516491270254503,0.18311520259914918,0.21158040689903304,0.24347205847357176,0.274983776579553,0.280803096624722,0.24952780412040512,0.21558590529906319,0.26054112572891597,0.329780015067838,0.37558062970822487,0.42256849171978733,0.4968810294978314,0.5186345370475728,0.5023444249804563,0.5510740138107381,0.5869462894815818,0.5894357536264848,0.6566132575409942,0.7783482783173633,0.8567085588935199,0.9187490900762154,0.943795508592019,0.949974708400796,0.9513825430156749,0.918718946149912,0.9091703261426374,0.9383068529752085,0.9542024168846607,0.9367112128383488,0.8976155293986902,0.8800147968965767,0.9330802413653899,0.953083046184323,0.9619661328711898,1.0,0.9377097836726458,0.908711634109742,0.8948725526990453,0.8132574961823008
58,0.6004581210387078,0.6244640916701862,0.6263033836088869,0.6841640600155353,0.7502791514094354,0.8063253858606895,0.7831522164173395,0.7719685567181028,0.6967526346326253,0.6632819007375343,0.6460755538832434,0.6760973129147219,0.7637489850796354,0.8201903047966456,0.8499901082429492,0.8990481147737106,0.9242249034060129,0.8652503426747258,0.8771266359964588,0.863899330299849,0.8548404863879223,0.8109771089185566,0.8411127545379253,0.8042176251828832,0.7427833559564782,0.7149878731544153,0.6997186316263784,0.6714074805732833,0.7144454272645201,0.6691360157478298,0.6095346155918308,0.5216979088831377,0.5090844845392148,0.4330862056468377,0.41599985714625815,0.3955908393344798,0.3633666071316685,0.30937382802345986,0.20414023612153753,0.12233565915632709,0.06592828936232584,0.013184992682543497,0.03677832922708776,0.05074461229931377,0.07361829213726624,0.03363065287715386,0.0,0.014393224667016707,0.043843171197010075,0.02836449307302508,0.059014710390560964,0.06399701342446244,0.10275680662528199,0.1477366897076865,0.16972222097052417,0.12764698691036946,0.1543284845936699,0.17361678254649685,0.1862645625546592,0.23713803667873,0.2920964681183918,0.40797258684623633,0.4583150939409651,0.5672992877628565,0.6189641106581449,0.649481097379669,0.7524119459621174,0.8036025040368274,0.802563325598055,0.8368129751937919,0.8131008298200801,0.8907878688592262,0.9202710812971445,0.9462978023997373,0.875693061436486,0.8611944412529619,0.8568716213467504,0.8712835355012687,0.8910949672668319,0.8947753397911002,0.9132851100878335,0.9635481796153013,0.9634551948561623,0.9608336176666956,0.951442606078931,0.9824193014620244,1.0,0.98082075154302,0.9747838129195898,0.9500238131182595,0.8954348106080576,0.8616864432745753,0.8378659370366252,0.7496649816521885,0.7171852094160697,0.6851553911247241,0.6295287251652886,0.6249476904626243,0.5864712203104764,0.6615275703680551
66,0.25117467664567517,0.19196423659585862,0.2823405930236961,0.279190998618272,0.2902611191273767,0.24051724121271628,0.17785957650393458,0.0640719992485207,0.15149583798898705,0.15975015854268546,0.179314007384505,0.2078980293718955,0.2189454681369444,0.20835715379517875,0.16701052158130278,0.07328653918926271,0.0,0.021925473452182168,0.0378937811543517,0.05474859796101463,0.09315429919777,0.030237476650081252,0.09398155875619534,0.1418964547844156,0.20432758210545984,0.2089034082266701,0.29763197821021786,0.24314176762605172,0.23421645001819535,0.28582999224351896,0.35957996499460126,0.34536631493436887,0.38419603895127963,0.3374019288840774,0.314386649522154,0.3461403815641748,0.42239369198889176,0.5042253396993986,0.5846816549774658,0.6258624933871182,0.7147760084793152,0.7754029126107941,0.8010062500598162,0.8434400004366798,0.7935628712357143,0.7690472564075778,0.9303817491553644,0.9779607972240835,0.9745509032259453,1.0,0.9978265607474376,0.8814649939407374,0.847925425887555,0.8117584643644461,0.733220095263642,0.6938348839426105,0.696596226296479,0.7705389552222119,0.812339553058318,0.8400554290426796,0.8828485061965125,0.8319036021188962,0.7144469533847234,0.6114479415434977,0.6032554683109004,0.6007399990278619,0.5509789010327515,0.575317962199199,0.518232347527024,0.530705666357824,0.4889734102804013,0.47588246790110766,0.330975591023837,0.3683727891061379,0.4309217299601512,0.4582311910102512,0.5476363198209421,0.5880580034630812,0.6777661868083027,0.6852266507552736,0.6887707071617892,0.740837918482827,0.6994094278432488,0.6052355640382133,0.6381777857610432,0.5556976396289744,0.5643811043812652,0.5895952786566591,0.688642319417229,0.6687478758239078,0.6445328229334774,0.6193892536490637,0.6110257992990247,0.6748756247882596,0.6788654378479013,0.7005043703779148,0.5983319068749987,0.6751473187925116,0.6868647231049492,0.5723289692807114
