,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
13,0.7915357113579065,0.7379682428823304,0.8293430507664582,0.7942929967426297,0.724665381311972,0.7076684708773512,0.6206689643530493,0.6071990020496806,0.5844991481460994,0.6263891426435716,0.6528916329260095,0.6964914993245543,0.7112817272850017,0.6334918863453334,0.5410257342328813,0.5308501555317543,0.5534528214159358,0.46383364135386057,0.45080939838591383,0.33060681633832506,0.22235278764409025,0.17989097145350955,0.21204600576142724,0.16801433568734245,0.0237915744486095,0.07495665964748302,0.09989429251691868,0.009444914291249617,0.0,0.03699533579498773,0.04356261507391604,0.047826658037528426,0.07605945856949071,0.02258641818887797,0.006277337331061833,0.012078771020265715,0.11423575031744292,0.09127110644305757,0.08946174792858351,0.09033223534822966,0.1696442733272848,0.28448082091824206,0.376946973030694,0.34007209967773394,0.36448390610279524,0.4389010081781963,0.5178546564717239,0.6637081889684515,0.6501720416625509,0.7556066193864912,0.7648294568615892,0.8102424235874901,0.9127360443656347,0.9171928291704533,0.9303369044312573,0.9383840769501358,1.0,0.8510996269630127,0.8310634216618329,0.8343396501990946,0.8080116342813621,0.8106021839683364,0.8792116765703346,0.8181426698166266,0.7515567683162241,0.794680573938527,0.7648095370566047,0.7464581088924673,0.7464581088924673,0.7002430396308279,0.6375756167975124,0.6230704676772016,0.6230704676772016,0.6361734124086361,0.6434267678058072,0.6311486754456419,0.7127650851366643,0.7212942274904398,0.6805091600786065,0.7238034540900746,0.7106639300856844,0.6145820158765204,0.5285712085660235,0.5369507195012004,0.47516127013074744,0.5885787040614773,0.5788317807074891,0.5747434018979051,0.6156561816904977,0.7194397669757683,0.7541388617558882,0.7828784005307493,0.7842263089463307,0.5769645173667014,0.5341524905367337,0.601298544689145,0.6126955160638643,0.6111669546790177,0.6647060930338883,0.7365351170599975
24,0.7495624225728502,0.7277238648616622,0.7210751689326329,0.6487286255403896,0.7648111239040867,0.6272473162881081,0.6347539576607981,0.6408219992338451,0.7927768002696188,0.8444744511785446,0.7428188707686375,0.6808804360893159,0.6156727657516878,0.41526301832410994,0.4420666951212552,0.442668722545875,0.4035730222975971,0.24677714391674122,0.38830923404701684,0.4312144534945078,0.27266973568923497,0.2632850647410331,0.2731248409812372,0.28637507423908487,0.2702428746336715,0.14115480602990874,0.09571846418095188,0.024765487700211884,0.1325252210221605,0.09073164431241287,0.02381848297272977,0.07972815021989788,0.12730113545280622,0.14898742454344147,0.19187365912759854,0.18821546164083394,0.23289606936819443,0.3046282264136315,0.2234876999511805,0.29499701473531836,0.37987836929972935,0.3709007432260775,0.44559844897354356,0.35172517775296924,0.440042613827803,0.5038991300409014,0.6905789032040407,0.5554452869258697,0.5076533034276564,0.5995469988408701,0.32798050530072953,0.2076583418483803,0.0863167931725425,0.0,0.16905394519204733,0.2069446146959987,0.2912400618189921,0.24458081391965994,0.39612218972389585,0.5330676695686033,0.48434627805184455,0.4433047235195092,0.37979779031875976,0.26929657445090976,0.3758873690428708,0.5040988825600267,0.38749464749323975,0.46736358265734523,0.3944199919651626,0.40811582278466024,0.33520036879043114,0.33249046273110683,0.29397646037019115,0.12426229799597753,0.16635434400510205,0.17252404292676488,0.2838255990515484,0.3755498848750575,0.34651502848078136,0.6469623319263681,0.8260488457811015,0.9964465727417245,1.0,0.8709419135987613,0.915241434294653,0.8991690042373478,0.7931813836662144,0.712883653728145,0.6606514715840069,0.6493375977629675,0.6903791522953031,0.6408090960005374,0.8282800978456891,0.8060644420339408,0.7540453947326456,0.9066711542380944,0.8963470860350027,0.8691525068919409,0.9011171001814071,0.9334728084803675
30,0.47378451407388583,0.47378451407388583,0.6529439107331536,0.6220395550538022,0.6637691020414819,0.7993515586588128,0.9827436640718037,0.9668118930715527,0.8515910230764674,0.9073037211322473,0.8282198754363788,0.7876327138691942,0.46220221246636245,0.45211574949619104,0.4355634189769348,0.5287494666626239,0.5715657875330471,0.5495265485599687,0.6440591261788331,0.8219326358283715,0.6737258984667294,0.5703539482942099,0.5895475189529433,0.8179393799316219,0.7864928763429934,0.8424088241453938,0.7983333789243114,0.8326813096233406,0.8729949253225353,0.9034435661190531,0.9936448768464764,1.0,0.8248744460864418,0.8241551077231689,0.713068372424272,0.7141446070265692,0.7135804145129792,0.7286595143436181,0.7529822154763945,0.8850988664973307,0.6545539950402912,0.7215006825020784,0.6419138038864791,0.6673698642655156,0.678433303228333,0.624449332275202,0.6536785672163843,0.6652509670597561,0.7924107950186969,0.6105003679279484,0.6010814894443274,0.4865444985917772,0.5204594363281224,0.4068223753445828,0.45256960682587094,0.3167207342475321,0.17828235007945747,0.2724158576940672,0.3931814102430947,0.5963732434651386,0.8657393259608382,0.8297698027362925,0.8824397288657817,0.7388912948475653,0.8504853628639487,0.6377043612211845,0.8006973403606049,0.9633907541389524,0.9398022141660198,0.9355321401553277,0.7888047951749804,0.6743607123724884,0.7539923618543183,0.5960094561163821,0.5196673009850079,0.5746934779323142,0.6399283480312631,0.5212004885976984,0.45396578560182876,0.49773578453683637,0.45041264895660493,0.33894535478209475,0.25017230487934977,0.18504257069691366,0.12269984211348152,0.0640675220441086,0.029489758399140212,0.04726779685024739,0.0,0.1576197341966338,0.10154914708417197,0.14240578772981613,0.28557034286701655,0.2707501028734935,0.3204344656615063,0.44109406893611464,0.4644935567443797,0.5481008215188383,0.61082909911678,0.5178923577860083
41,0.9008991054350289,0.9526893347402461,1.0,0.9284082505023344,0.8023100100542473,0.7601425489070316,0.6999251388549446,0.7591094645414252,0.6607393448048645,0.7268293944600951,0.8388615679828746,0.849865540906888,0.8278455322619805,0.8377022176578108,0.7333922810550616,0.8162304144356946,0.655840555638942,0.5610100936401177,0.456539897825838,0.44718681177424213,0.46215170144481355,0.3294342899639002,0.35611688398762026,0.3723667349037957,0.2632907214720285,0.2923958121560732,0.4438827672847814,0.407394840823275,0.3793725860667934,0.3731870655337983,0.3832665861135531,0.531819256503722,0.561911091447765,0.5391239111332079,0.6261491258873217,0.5931674606440296,0.472804022482118,0.3716229404560893,0.36911915831434955,0.4156978903071257,0.47661671462193683,0.4851791150930236,0.363436910353648,0.4769419206205276,0.5304551581420326,0.5716084960257001,0.5591142243485044,0.5593930893871812,0.595909429202898,0.6056231655434366,0.7171902464847927,0.7905395625740583,0.7544691968318765,0.7124696400781518,0.6827269639431272,0.7279560577665438,0.798688090150072,0.7890853118918019,0.7550517904095637,0.851167976549007,0.8205829327541473,0.8605546265640476,0.8964595769324771,0.843968157406213,0.8859653543539403,0.8466518433061241,0.7856096299063949,0.6480744244906029,0.7367825224295683,0.7330013691214659,0.7508154341767221,0.6525075463409237,0.7168914073510406,0.6457069575065998,0.5940564857840507,0.5667478479797368,0.5331282888810966,0.47427909878868424,0.451636470420541,0.43869841254678016,0.47451719123218267,0.46410812349928005,0.3264254119478667,0.2290527599303795,0.16128511780567162,0.09499591282626416,0.10003600223742325,0.0,0.0614190087854742,0.05656025110451071,0.0944217168603076,0.24649920655202187,0.2912654328332837,0.3734393511990867,0.4453573771938142,0.4508388650170286,0.39050936428685395,0.3372633057559713,0.4026087955055632,0.45920908892801304
47,0.742316682364972,0.8360333474819511,0.8900970809885973,0.9116251236406496,0.967500771393801,0.967500771393801,0.9725702946129806,0.982320725184554,1.0,0.9295706195350002,0.9541721153643721,0.8934527177260126,0.9137891757401324,0.949238398570357,0.9161596349396159,0.93586281836412,0.9599609690770148,0.9137842447129179,0.8873595079756958,0.8382639844113106,0.8241454149496725,0.7609234407934294,0.7505435382499815,0.7563147469176748,0.7208471762991929,0.6829073239814518,0.6604946666347028,0.5256805465514461,0.41750772323172075,0.35458545037480893,0.32178124299710187,0.29053235987811604,0.2371639079090107,0.24942697963846078,0.18667056444969946,0.20835478874735286,0.183753292917981,0.1551412430018945,0.16808981225325337,0.12193022962327943,0.11882587781199759,0.11882587781199759,0.10277557499040758,0.07958607689234236,0.0778469562896942,0.1403675579408822,0.15704423443645388,0.16004426177683403,0.13416710908883875,0.051105435639318415,0.0,0.03628892028525445,0.1438229637329621,0.2484178193593432,0.31884808111095886,0.3890804640630189,0.4640518223268292,0.45982156616689035,0.5287178279581151,0.5818609188588124,0.534943940538561,0.5389833453320216,0.5389833453320216,0.5389833453320216,0.5117684153265006,0.5276195911219193,0.5638027065639422,0.5638027065639422,0.5674442679940824,0.5288144423535336,0.5907082024920938,0.5644247309544684,0.5621326053651537,0.5212774537689259,0.5225973751790962,0.5459917810863362,0.5266428701518007,0.5326538408048839,0.4934288652859698,0.3784594232135807,0.3784594232135807,0.4020485966160177,0.28480713773926164,0.3024495104512757,0.28772280908150755,0.29525328733860123,0.2685765554433664,0.3124949828542142,0.27065139816216205,0.24090349670975658,0.20214105398719873,0.2569325142524147,0.2569325142524147,0.2432983954532825,0.1750680536934544,0.20454837902966294,0.17135351968201362,0.173878848844693,0.10868038686672568,0.02345362488402772
49,0.7223977542667316,0.6934409785708497,0.5044345049038707,0.550288011146955,0.5950723700358049,0.4823152428268254,0.4001853969670728,0.13498839887668065,0.10154247312499728,0.04381802560071957,0.1309374249502441,0.2917315414262598,0.5692865227257692,0.3148602183390003,0.11457815214827584,0.19849350554182063,0.22489057986172736,0.33764503391636314,0.2645911862719089,0.49136286468723,0.6925167520452785,0.734068321301514,0.5351369121593622,0.567340161131121,0.4148889321875295,0.3441847530857132,0.37473856724306376,0.3626621886789788,0.39510857715304726,0.48684384418548093,0.3753699833617059,0.5551226197952507,0.5492338933344381,0.5843831757841045,0.5672780592688648,0.5707968087974448,0.4997365655370629,0.5662389972240474,0.2797559264040343,0.4038470186959252,0.5515172681233186,0.8877026148932291,0.8221302424850787,0.8084032498853077,0.7679656870521199,0.7993131398796854,0.7369107190185338,0.4866806135134669,0.5735245591587421,0.3570673990784323,0.3543510123088888,0.5000447914500152,0.3871103652253557,0.3397479246546008,0.2926689117506262,0.29140398522646305,0.16900536411202147,0.17022661331645494,0.031046791846612822,0.0,0.1645956301224258,0.20448750293772078,0.2641277224500272,0.10187775429848103,0.1968979463205483,0.18354055870159364,0.29358209350391584,0.24652834096056095,0.21799465671456839,0.20781515479220652,0.39748540933587806,0.41335774795763236,0.4231991994955571,0.40997607310735135,0.4449782789842043,0.5698234347809858,0.6152800452228452,0.6873825437783752,0.739054106623186,0.8988851254021445,0.8971513838497892,1.0,0.968100435264603,0.937141518785388,0.8262810204931899,0.6448967058151533,0.5359544466491769,0.5676696319856155,0.4954278829036835,0.40018211773185736,0.29744790626803835,0.14529378926644126,0.245332044316928,0.34945652796556903,0.3460453024367392,0.5385044551153664,0.3376991868966584,0.3270393557919343,0.2749399675494356,0.657051312801468
58,1.0,0.9270677991190994,0.8957328179797451,0.8803962878133604,0.8938527641685795,0.9320522220881028,0.8261844027257124,0.8405366301295134,0.7576878606541827,0.7582081338062585,0.6083383086827963,0.6477189650776595,0.6176270524978404,0.528963337669703,0.5056119627496894,0.5337638204974893,0.43896933654099884,0.3857259161920548,0.507511532664098,0.5782464616666954,0.5914227975485722,0.5156818325199457,0.5825749302178831,0.5715839088390723,0.46382361057228,0.4483607967269769,0.47764410229658205,0.4856106181798128,0.5241727098374075,0.5055869783610685,0.4266990876243711,0.29721437493422664,0.22433033345281664,0.24162404080051114,0.22183944065815733,0.17133055945529316,0.11769917986745794,0.1063011794412503,0.07920480097087523,0.14773929150324,0.17597132870433665,0.2790267333311837,0.48714689383560356,0.45263296693437177,0.3872493981508648,0.26415670484398956,0.03935827104245593,0.1302623309412279,0.07029878829863351,0.16311913875898704,0.13463551195856183,0.1949386359551185,0.19509360036942863,0.11276055274852002,0.07677960537288762,0.10111549918967236,0.0,0.11406916440738211,0.1851075848762542,0.24043929121333985,0.25414284547976307,0.24161345872599574,0.2599484832262991,0.4243332144401474,0.43375937438212614,0.3277871095753018,0.42583594570829697,0.39883421809591796,0.28251853794163007,0.28499646015291946,0.3169196315832959,0.40394938904522204,0.5410101342217805,0.574908675182635,0.33369744597787293,0.33272519482141477,0.2523263060795362,0.24358850892725492,0.2600283892901962,0.29550053906348756,0.49708338013365744,0.585929819416031,0.593054135067742,0.6379284280244358,0.6416513612899675,0.6788147402814343,0.7588775013738445,0.8765045090622751,0.9035724934689632,0.9438498759579355,0.8850593226705927,0.7721870063006538,0.8279081661868041,0.7215854312037345,0.7102651479288745,0.8525759766424039,0.8269418087112129,0.7301421724757942,0.7272587051182283,0.9558015938694153
92,0.6867778309970153,0.6670183057935167,0.7117548115101637,0.7382726446404867,0.8186777026412078,0.8876287512507521,0.829307326279706,0.8604739755419909,0.8835823645543195,1.0,0.8964797080967924,0.8624716401347551,0.7255906642645334,0.6869534123894415,0.5069503837435094,0.41019222089602253,0.3451316063450862,0.36662283621654856,0.3559070143075694,0.4406846909155033,0.3448340525320914,0.37463783248806387,0.5106901418788566,0.4644508008328927,0.33222671408106774,0.30555196408124063,0.4368147118483438,0.47771614483940694,0.49738491678816005,0.5626979002162861,0.47791249820722914,0.43039441042909343,0.27696612767795953,0.1834010209249228,0.23705289936027632,0.08315673329076269,0.10378880964018823,0.08320412556651517,0.16377150244368385,0.04544863758027407,0.13272402528840654,0.13964902058083414,0.03360049011792354,0.204245559085065,0.2002567185436186,0.15935565450108438,0.19038479855199286,0.15136150180061067,0.11821388589776427,0.08696190501874182,0.012365835945219141,0.0,0.1414577910327647,0.09031614023315106,0.08399768592942149,0.18661148457680574,0.20548304016564867,0.19624972619645467,0.23965527174677864,0.2652833326688508,0.2472022299609378,0.2862054291217158,0.1081933876198195,0.24010744559477346,0.29050855260710895,0.25670945154898717,0.2277629566996528,0.2826551511722052,0.21745737784043617,0.23813785169157498,0.3687085559475076,0.10304821273356012,0.12001339626126378,0.12865457093684252,0.10899411794021038,0.20729341747791732,0.1099845588227496,0.14547365546615096,0.17385076977643385,0.16503647971651508,0.09668945758730628,0.13935534909946473,0.13099554357926696,0.052953226184179296,0.12454164243897455,0.13169850484901988,0.17554570950295528,0.15709835407309358,0.32386264342349363,0.3867456071248772,0.5241713681203215,0.5069302728730676,0.5171765867044174,0.5955226093641863,0.4849517110725062,0.41791064433036573,0.3897876460619809,0.3654031691719026,0.3899292403085405,0.626676865374779
99,0.5558055514106119,0.5529074090686644,0.5337670399643414,0.5440759550719488,0.5602760316384429,0.577682254174859,0.5748473157807629,0.5502288147231914,0.554995081971538,0.5459577962966778,0.5882598417353323,0.6243859384185713,0.640424850361645,0.6306802386559323,0.6923648957105151,0.7266694617711241,0.8093713898000194,0.8475909166058669,0.8828111218149084,0.8788116366406176,0.9349352931827725,0.9680515208177063,1.0,0.9679108051521425,0.8999531941048959,0.8854567893681483,0.821834226668059,0.8473418759155112,0.8958006582027727,0.8721543068016434,0.8077560035313471,0.7766448867378659,0.8108352289735277,0.8213049943582192,0.8137237711656978,0.7669541115189534,0.7471698091223242,0.7356933481273858,0.6734756587660811,0.6720959513371235,0.6502717172578056,0.5888023608590901,0.5830393933729625,0.5785558891505572,0.6023136443286763,0.5616420172514658,0.5674242524917126,0.6017285468331229,0.6283441287587357,0.6265566195025003,0.6224338468541718,0.5901084794622625,0.5425201345357529,0.483416029993901,0.4503519165690067,0.4819402943388041,0.4490951662573725,0.40995457571183913,0.3890103036526939,0.3586792612843939,0.342014714215771,0.3083983758603655,0.3135361842911829,0.2782562899145801,0.23751896549000245,0.21957748977300656,0.2079845247360954,0.19694374675490814,0.15221677428965902,0.11284638052966073,0.10216637839140831,0.07649139051972507,0.008608121416093732,0.011956157939343244,0.0,0.008397341051322726,0.04570632651113935,0.05642030126819844,0.05229603691487925,0.1472353256982266,0.19109449484299104,0.16127888409399113,0.13333237095658193,0.09547544682572545,0.13468332168662786,0.12032749473969644,0.10379292289653388,0.10022478005491724,0.18166697893813405,0.19457360066902596,0.20608773823538443,0.23412861692455925,0.23845334810756622,0.2135429285502048,0.24900264181919401,0.2581903823948321,0.2853006968354774,0.3235954016672759,0.2874495459233575,0.22911099562899723
100,0.09742980278563422,0.15483334880034355,0.23089841918328166,0.2580987855289737,0.23300654753457864,0.2897296851289979,0.264100178245254,0.21737541849399977,0.1977321333937368,0.22423983095305816,0.13543084496611335,0.09245396357280679,0.046928973904284285,0.15163893665875433,0.19265104033795932,0.2677417442487247,0.32637637721826807,0.36452290839820506,0.4269875407530494,0.45079798601472587,0.5032592059200115,0.48637754754782453,0.5427370498160731,0.5149877361460078,0.49081719615957425,0.5065440121191068,0.4653405452498974,0.5904849473711485,0.5565134724527926,0.5272159798175,0.43660713338710716,0.39955867277779517,0.2746248051647437,0.2662834037837617,0.34811346028482026,0.40071102834083433,0.36191483108889055,0.48224798024259746,0.5191757072869679,0.5221699902509909,0.4536200353978298,0.4427839458089218,0.38074247131130884,0.3661529835840363,0.37003101513975034,0.36264427860087256,0.39816372253558224,0.38960660644150463,0.3867320633152855,0.2935901580319612,0.26215532197676594,0.16685214442590882,0.18911121218483384,0.19502344098023744,0.1997767216704071,0.16861088799123627,0.10761483157189156,0.17918541276448954,0.16282018464070402,0.224416509425929,0.24085654948596463,0.23967724328428344,0.17156531724252214,0.16768089133160471,0.042551301601054574,0.0,0.07711455549726808,0.12691672917036714,0.09805151640466298,0.10284505427050963,0.09174973036788588,0.04945280075028261,0.1191925874888922,0.08147823016246424,0.06265435304791463,0.07948788428659546,0.128438984947273,0.19228887108049006,0.30876090489809704,0.32828417217216016,0.33452817134396357,0.3681751898380219,0.412658184960624,0.5677466386847322,0.6058656093876268,0.7946437379450241,0.8415932272482708,0.7577136097984869,0.7643210105634126,0.7562400001824982,0.8106736881342171,0.9027423222763696,1.0,0.9953489940401851,0.905351606690436,0.9011182906580946,0.9348570598190732,0.879504605736385,0.9251243385955733,0.6619574492942596
