type,text
本文,洋装の女
本文,どこで何をしていたのか、新聞記者の村井は、星田代二が検事の第一回訊問を受けた日、彼が警視庁へかえされたのと入れちがいに、検事局の構内に姿を現わした。
本文,しかも、彼は、今日がはじめての訪問ではないらしく、わき眼もふらず、真直ぐに、二木検事の調室に歩いて行って、特長のあるドアの叩き方をした。
本文,書記がドアを開いた。
本文,「どうだった、君？」
本文,勝ち誇ったように、村井は微笑した。
本文,「うむ」
本文,と、村井を握手で迎えながら、二木検事の理智的な額を、憂鬱の影が掠めた。
本文,「全く驚いたよ。
本文,山川牧太郎が星田代二だとは。
本文,七年来お尋ね者の、五万円籠抜詐欺犯人が、大きな面をして、この帝都の真中にのさばっていようとは、誰だって考え及ばないからね」
本文,「そこが彼奴のつけ目だよ。
本文,隠すには曝せ、というのは、探偵小説の第一課だからね。
本文,新聞社や雑誌社に、やたらに写真を撮らせるところなんか、大胆と云おうか、天才と云おうか、驚嘆に値するね」
本文,「山川牧太郎時代の写真が一枚もないもんだから、ずらかる前に、野郎、入念に処分しちまってたもんだから――当局もあざやかに翻弄されてた形だよ」
本文,二木検事は、今星田代二の面皮を剥ぐことが出来たとは云え、彼はみじめな気持を味わわずにはいられないのだった。
本文,星田の面皮を剥いだのが、彼自身であったら、彼はどんなに朗かになれたろう。
本文,又、それが、精鋭を世界に誇る日本の警察力に依ったのであっても、こんなに、みじめにならずにすんだであろう。
本文,ところが、星田の首をあげたのは、一介の新聞記者ではないか。
本文,しかも、いつも口ぐせのように当局の無能を罵倒して止まない『あづま日報』の村井ではないか。
本文,二木検事と村井記者は、同期の、赤門出の法学士だった。
本文,学生時代から競争相手だったこの二人は、卒業間際に一人の女性を張り合ってからは、その競争意識が感情的にコジレて行った。
本文,しかし、二人の教養は、その感情を面に現わすことを制した。
本文,その女性が、二木検事の妻と決した時も、村井は、内心の口惜しさを堪えて、二木夫妻の幸福を祝福したくらいだった。
本文,そういう次第で、『あづま日報』が、当局の無能を攻撃する度に、二木検事は、何故か、『あづま日報』の社会部次長として、事実上社会部の実権を握っている村井に、二木検事自身が、揶揄されているような気がしてならないのだった。
本文,しかるに、村井は何故、星田代二と山川牧太郎が同一人であるという、当局の鼻を明すに十分な特種をつかみながら、それを逸早く『あづま日報』紙上に掲載しなかったろうか。
本文,そして、それを、宮部京子事件の担任検事である二木検事の手柄にしようとしたのであろうか。
本文,――二木検事のような人物にとって、このような仕打は非常に大きな侮辱であること、従って、このことは、村井にとっては、恋愛に破れて以来の、深刻な紳士的復讐を意味するのだった。
本文,「打明けて云えば、先刻君から電話がかかって来た時、僕は君の確信ありげな主張をあざわらう気持だったが、こころみに前科調書をつくって見ると、指紋がぴったり適合するではないか。
本文,あの時、ずらかる前に、うっかり残した指紋が、奴の致命的な落度となったわけだ。
本文,それにしても、僕はまだ、君が、星田代二の素性をどうして看破したか、そのいきさつを聞いていないんだけれど、よろしかったらどうか――」
本文,内心の侮辱を忍びつつ、これも、所謂『教養階級』の虚飾的な外交辞令であった。
本文,「そのことなら――僕ア、星田代二という探偵作家の出現当時から疑惑の眼を向けていたのだよ。
本文,君も、僕と星田が飲友達だってことを知っているだろうが、元来、僕が星田に近づいて行ったのも、なんとかして奴の尻尾をつかまえたいという遠大な志を抱いたからなんだ。
本文,しかし、彼とてしたたか者、なかなかどうして尻尾をつかませるようなへまをやるもんか。
本文,で、すっかり手を焼いてしまった僕は、幾度、その執拗な志を抛棄しようと思ったかわからないんだ。
本文,しかし、あの、七年前の煽情的な事件を思い出すと、投げようとする僕の中に、又、新な勇気が湧き起るのだったんだ。
本文,ところが宮部京子事件の起る三日前の晩、君もすでに知っている通り、銀座裏のカフェで飲んでいた星田と津村と僕とは、星田に脅迫状めいた手紙を書いたとおぼしき二人連の男女に会ったんだが、その時、その洋装の女をどこかで見たような女だがと直感したんだ。
