type,text
本文,一
本文,「お前、本当に――心から、俺を愛しているかい。」
本文,ＫＫ電気器具製作所、ロボット部主任技師、夏見俊太郎は病に蝕まれ、それと悪闘し、そして、それに疲労してしまった顔と、声とで、その夫人に、低く話かけた。
本文,（また――病人って、どうしてこんなに、執拗ものなのかしら）
本文,夫人は、頭の隅で、一寸、こう眉を、ひそめてから、
本文,「ええ、愛していますとも。」
本文,夫人の頬は、新鮮な果物のように、艶々しく、黄金色の生毛が、微かに光っているし、その腰は、典雅な線で、その豊満さを現しているし、それから、その下肢は、張切って、滑かだった。
本文,「俺が、死んだなら――独身ではおれまい。」
本文,夫人は、病気前の、病気中の、狂的な、………、…………………を思い出して、肌を、蒼寒くした。
本文,脂肪気の無くなった皮膚のゆるんだ――だが、眼にだけ、異状な光と、熱とを持った、少し、臭気のある呼吸。
本文,それが、獣のように…………………………思い出して、憎悪が、肌中を、毛虫のように、這い廻った。
本文,だが、その嫌忌すべき夫の顔を取除いて、そうした事を思出すと、夫人の血管の中には、熱を含んだ愛欲が、滲み出してきた。
本文,「いいえ。」
本文,夫人は、そう答えたが、微かに、（同じ死ぬなら、早い方がいい、妾も、すっかり、看護に疲れたわ）と、思ったし、すぐ、その次の瞬間に、
本文,（まだ、若くて、美しいんだから――）
本文,と、思って、自分の両手を、並べて眺めた。
本文,そして、
本文,「こんなに、荒れたわ。」
本文,と、いった。
本文,そして、そういいながら、自分を誘惑した男、戯談のようにいい寄った夫の同僚の一人、手を握った会社の課長、酔って接吻をしようとした親族の男などを、壊けた鏡に写っている記憶のように、きらきらと、閃かせた。
本文,「俺が、死んで――もし、男が欲しくなったなら――」
本文,「嫌、そんな話。」
本文,夫人は、夫のきている毛布の中へ、手を差込んで、夫の指を握った。
本文,「そんな事、考えないで、早く、よくなってね。」
本文,夫は、疲労した瞳を、部屋の扉の所へやった。
本文,「あの、ロボット。」
本文,夫人は、振向きもしないで、
本文,「早くよくなって、又、これを、二人の物にしましょうよ。」
本文,「あの三号のロボットを俺だと思って――」
