type,text
本文,人と話をする度に「内のばっぱはない」と云って女房自慢をするので村の名うてのごん平じいの所に勇ましいようでおくびょうな可愛いいようでにくらしい一匹の雄※が居た。
本文,其の※のかんしゃく持ちなのは村中のひょうばんものである。
本文,きのうは隣の家のひなをつついた、おとといはよその菜の葉を食いあらしておつけのみをなくなしたとあっちからもこっちからも苦情をもちこめられてごんぺいじいはいつでもはげた頭を平手で叩きながら人々に「まことにはー、相すまないわけで」と云って居た。
本文,鳥屋に売ろうとしたら「あんまりこわそうだからない」と云ってことわられたのでどうにも出来ずやっぱりもとのようにあばれさして置いた。
本文,ひまな時たいくつな時などはいつでもごん平じいの家に行って※をからかって遊んで居た。
本文,其の日もたいくつまぎれに池に出て岸の白スミレをさがしたが前の日にみんなつんでしまったので影も形もない。
本文,ぼんやりして空とにらめっくらして居たがごんぺいじいのにわとりを思い出してじいの家に出かけて行った。
本文,※はいつものように長いくびをのばしたりちぢめたりしてかたいごみの多い土面をツッツいて居る。
本文,ごんぺい夫婦は草かりにでも行ったと見えて家の中はひっそりして居る。
本文,※の奴さんは私の来たのを一向にごぞんじなくってツンとすましてござる。
本文,息をこらして麻裏草履をつま立てて後にまわる。
本文,奴さんはまだ気がつかない。
本文,一足、又一足、敵との距離は三尺許になった。
本文,手をのばすより早く長い尾の毛を一寸引っぱろうとしたがまて、昔の武士は人の部屋に入るにさえもせきばらいしたと云うのにいくら世がかわってもあんまりずるすぎるだろうと「エヘン」と云って毛を引っぱる。
本文,敵は「コッ」とさけんで飛び上ってこっちに向って来た。
本文,いつもコッコッと云って逃げるのに今日は少し風向が狂った□と思ったが、のりかけた舟、しかたがないと身がまえする。
本文,※は「コッ」と掛声をして飛び上って顔をつっつこうとする。
本文,手をのばして「ドン」と向うにとばしてやる。
本文,バサバサと羽ばたきして足にかかって来る。
本文,「ドッコイ」と身をかわして「ウン」とおす。
本文,後にまわった、又、オシとばす。
本文,又前にまわる。
本文,身をよけたので※は前のかきねにぶつかって「ココッ」と叫んで又こりもなく向って来た。
本文,わきにあった棒切をひろって死物狂にふりまわす。
本文,始めこそ面白半ぶんにからかって居たからこそ、ほんとになっては面白いどころのさわぎではない。
本文,顔をまっかにしてたたかう。
本文,敵はますます勢がよくついてくる。
本文,こっちはますますおじけづいて思うように手も出ない。
本文,だんだん垣根の方においつめられてとうていかなわなくなったから敵のすきを見てにげるに越した事はないと思って力まかせに棒をふりまわして置いて一生懸命に逃げ出した。
本文,ごんぺいじいの家から祖母の家まではあぜ道を五十歩ぐらい走れば行かれる所である。
本文,内の地内に住んで居るから、もうすこしで椽側につこうとした時急に敵が人の足をつついた。
本文,私はたまらなくなって「にわとり――」と叫んで草履のまま椽に飛び上った。
本文,茶の間で新聞をよんでいらっしゃったお祖母様はおどろいてとんで来て下さった。
本文,私が草履のまま椽に上って棒切をにぎって居るのでびっくりして「まあどうしたのだい、そんな風うして。
本文,汗をびっしょりかいてさあまあ」と云ってほしてあった手ぬぐいで私の汗をふいて下すった。
本文,にわとりはもうむこう向でしらんかおして土をつついて居る。
本文,私は始から終りまでの事をお話するとお祖母様はあきれた顔をして「まあなんだねー、女のくせに、もう十一にもなってさあ昔なんかは十五にもなればもうお嫁に行ったもんだよ」と叱られた。
本文,私は「へー」と云ったきりぼんやりして居るうち垣の外のにわとりはいいきみだと云うように「コケッコー」と云って一寸ふりかえってさっさとかえってしまった。
本文,私は尚ぼんやりしたままでにくらしいにわとりめとうしろ姿をにらめつけた。
本文,これは三年昔の事である。
本文,今年はごんぺいじいは去年の冬さむさまけから病気になって死に、あのにくいにわとりは犬とけんかしてくいころされたとの事、三年の年月は〔以下欠〕
